GTS_USER_PROJECT_ID,GTS_USER_ID,GTS_USER_PROJECT_NAME,GTS_USER_PROJECT_SKILL_IDS,GTS_USER_PROJECT_START_DATE,GTS_USER_PROJECT_END_DATE,GTS_USER_TEAM_SIZE,GTS_PROJECT_DESCRIPTION,GTS_PROJECT_INSTITUTE_ID,GTS_PROJECT_COMPANY_ID
467,264,Mobile App Prototype Design,4,11/27/2022,11/27/2022,10,Prototyped a mobile app with a strong focus on UX and accessibility.,84,445
468,604,Network Security Assessment,3,1/28/2020,1/28/2020,1,Conducted audits and applied firewall and encryption strategies.,65,478
469,598,Cloud Architecture Design,9,02-11-2023,02-11-2023,4,Designed a scalable cloud system using AWS services for high uptime.,65,79
470,101,Content Marketing Campaign,5,7/27/2022,7/27/2022,1,"Created blog posts, videos, and infographics for a product launch.",24,329
471,440,Project on AI for Healthcare,3,06-10-2021,06-10-2021,10,Developed a model for predicting health outcomes using machine learning.,28,409
472,59,Content Marketing Campaign,15,03-05-2024,03-05-2024,5,"Created blog posts, videos, and infographics for a product launch.",72,457
473,442,Cloud Architecture Design,4,10-05-2023,10-05-2023,4,Designed a scalable cloud system using AWS services for high uptime.,35,405
474,979,Content Marketing Campaign,4,01-06-2022,01-06-2022,6,"Created blog posts, videos, and infographics for a product launch.",95,118
475,435,Content Marketing Campaign,15,3/26/2023,3/26/2023,1,"Created blog posts, videos, and infographics for a product launch.",33,205
476,5,Cloud Architecture Design,13,3/30/2021,3/30/2021,5,Designed a scalable cloud system using AWS services for high uptime.,62,51
477,704,Cloud Architecture Design,9,4/18/2023,4/18/2023,9,Designed a scalable cloud system using AWS services for high uptime.,14,408
478,184,Project on AI for Healthcare,19,07-12-2022,07-12-2022,8,Developed a model for predicting health outcomes using machine learning.,51,199
479,841,Content Marketing Campaign,20,03-03-2024,03-03-2024,6,"Created blog posts, videos, and infographics for a product launch.",70,309
480,630,Content Marketing Campaign,8,6/15/2023,6/15/2023,5,"Created blog posts, videos, and infographics for a product launch.",50,410
481,784,E-commerce Website Development,6,4/30/2020,4/30/2020,10,Built a responsive web store with secure payments and user login.,59,445
482,924,Network Security Assessment,13,7/18/2022,7/18/2022,7,Conducted audits and applied firewall and encryption strategies.,48,26
483,907,Network Security Assessment,5,7/23/2024,7/23/2024,1,Conducted audits and applied firewall and encryption strategies.,17,408
484,979,E-commerce Website Development,12,3/23/2024,3/23/2024,1,Built a responsive web store with secure payments and user login.,95,484
485,455,Mobile App Prototype Design,10,2/24/2023,2/24/2023,6,Prototyped a mobile app with a strong focus on UX and accessibility.,14,298
486,578,E-commerce Website Development,11,05-01-2024,05-01-2024,3,Built a responsive web store with secure payments and user login.,27,210
487,404,Cloud Architecture Design,14,06-01-2024,06-01-2024,5,Designed a scalable cloud system using AWS services for high uptime.,63,77
488,807,Project on AI for Healthcare,20,6/17/2020,6/17/2020,10,Developed a model for predicting health outcomes using machine learning.,6,362
489,67,Mobile App Prototype Design,16,8/13/2024,8/13/2024,10,Prototyped a mobile app with a strong focus on UX and accessibility.,75,145
490,482,Cloud Architecture Design,15,12/26/2023,12/26/2023,8,Designed a scalable cloud system using AWS services for high uptime.,24,85
491,846,Mobile App Prototype Design,20,5/19/2020,5/19/2020,8,Prototyped a mobile app with a strong focus on UX and accessibility.,85,324
492,192,Project on AI for Healthcare,9,05-07-2021,05-07-2021,7,Developed a model for predicting health outcomes using machine learning.,67,45
493,854,Mobile App Prototype Design,16,12/26/2020,12/26/2020,1,Prototyped a mobile app with a strong focus on UX and accessibility.,79,437
494,934,Mobile App Prototype Design,1,2/26/2023,2/26/2023,9,Prototyped a mobile app with a strong focus on UX and accessibility.,58,3
495,755,E-commerce Website Development,9,1/16/2023,1/16/2023,10,Built a responsive web store with secure payments and user login.,15,251
496,992,Content Marketing Campaign,18,7/24/2024,7/24/2024,2,"Created blog posts, videos, and infographics for a product launch.",82,182
497,581,Project on AI for Healthcare,6,10/27/2021,10/27/2021,9,Developed a model for predicting health outcomes using machine learning.,2,166
498,800,Content Marketing Campaign,14,9/13/2024,9/13/2024,4,"Created blog posts, videos, and infographics for a product launch.",84,273
499,818,Mobile App Prototype Design,2,3/13/2024,3/13/2024,8,Prototyped a mobile app with a strong focus on UX and accessibility.,84,130
500,370,E-commerce Website Development,13,6/27/2021,6/27/2021,4,Built a responsive web store with secure payments and user login.,25,464
501,83,E-commerce Website Development,8,9/21/2022,9/21/2022,3,Built a responsive web store with secure payments and user login.,23,320
502,407,Content Marketing Campaign,20,2/13/2022,2/13/2022,8,"Created blog posts, videos, and infographics for a product launch.",2,118
503,371,Network Security Assessment,3,07-01-2023,07-01-2023,1,Conducted audits and applied firewall and encryption strategies.,35,467
504,991,Content Marketing Campaign,14,10-07-2022,10-07-2022,5,"Created blog posts, videos, and infographics for a product launch.",1,416
505,239,Network Security Assessment,11,8/29/2024,8/29/2024,10,Conducted audits and applied firewall and encryption strategies.,18,418
506,359,E-commerce Website Development,14,6/28/2020,6/28/2020,3,Built a responsive web store with secure payments and user login.,26,433
507,62,Content Marketing Campaign,6,05-09-2022,05-09-2022,10,"Created blog posts, videos, and infographics for a product launch.",81,32
508,99,Mobile App Prototype Design,7,11-03-2021,11-03-2021,4,Prototyped a mobile app with a strong focus on UX and accessibility.,43,141
509,452,Cloud Architecture Design,19,6/28/2022,6/28/2022,1,Designed a scalable cloud system using AWS services for high uptime.,22,351
510,127,Cloud Architecture Design,10,2/19/2020,2/19/2020,10,Designed a scalable cloud system using AWS services for high uptime.,63,482
511,736,Mobile App Prototype Design,1,08-06-2020,08-06-2020,1,Prototyped a mobile app with a strong focus on UX and accessibility.,39,372
512,277,Project on AI for Healthcare,11,4/22/2020,4/22/2020,7,Developed a model for predicting health outcomes using machine learning.,71,220
513,557,E-commerce Website Development,15,09-06-2023,09-06-2023,7,Built a responsive web store with secure payments and user login.,45,322
514,647,Cloud Architecture Design,5,9/18/2024,9/18/2024,2,Designed a scalable cloud system using AWS services for high uptime.,63,349
515,432,Mobile App Prototype Design,5,5/23/2021,5/23/2021,2,Prototyped a mobile app with a strong focus on UX and accessibility.,34,205
516,972,E-commerce Website Development,12,9/28/2020,9/28/2020,4,Built a responsive web store with secure payments and user login.,36,326
517,940,E-commerce Website Development,20,11/19/2020,11/19/2020,4,Built a responsive web store with secure payments and user login.,90,363
518,609,Network Security Assessment,3,04-03-2022,04-03-2022,10,Conducted audits and applied firewall and encryption strategies.,30,77
519,436,Mobile App Prototype Design,16,9/15/2020,9/15/2020,8,Prototyped a mobile app with a strong focus on UX and accessibility.,86,379
520,100,Project on AI for Healthcare,4,1/30/2023,1/30/2023,9,Developed a model for predicting health outcomes using machine learning.,2,364
521,620,Content Marketing Campaign,6,6/21/2021,6/21/2021,8,"Created blog posts, videos, and infographics for a product launch.",2,389
522,932,Cloud Architecture Design,2,3/30/2021,3/30/2021,2,Designed a scalable cloud system using AWS services for high uptime.,55,30
523,946,E-commerce Website Development,1,2/28/2023,2/28/2023,6,Built a responsive web store with secure payments and user login.,33,148
524,181,Mobile App Prototype Design,9,06-07-2022,06-07-2022,1,Prototyped a mobile app with a strong focus on UX and accessibility.,37,184
525,641,Mobile App Prototype Design,15,9/24/2023,9/24/2023,7,Prototyped a mobile app with a strong focus on UX and accessibility.,41,226
526,636,Cloud Architecture Design,12,12/16/2024,12/16/2024,9,Designed a scalable cloud system using AWS services for high uptime.,89,179
527,7,Cloud Architecture Design,14,12/21/2020,12/21/2020,2,Designed a scalable cloud system using AWS services for high uptime.,14,94
528,46,E-commerce Website Development,8,3/28/2022,3/28/2022,9,Built a responsive web store with secure payments and user login.,42,357
529,603,Content Marketing Campaign,4,6/16/2021,6/16/2021,7,"Created blog posts, videos, and infographics for a product launch.",44,492
530,702,Network Security Assessment,19,1/22/2022,1/22/2022,2,Conducted audits and applied firewall and encryption strategies.,32,461
531,847,E-commerce Website Development,10,08-03-2023,08-03-2023,3,Built a responsive web store with secure payments and user login.,96,141
532,521,Cloud Architecture Design,11,5/13/2023,5/13/2023,2,Designed a scalable cloud system using AWS services for high uptime.,69,68
533,246,Content Marketing Campaign,16,07-05-2023,07-05-2023,9,"Created blog posts, videos, and infographics for a product launch.",26,247
534,79,Cloud Architecture Design,5,11-06-2021,11-06-2021,8,Designed a scalable cloud system using AWS services for high uptime.,53,372
535,298,Content Marketing Campaign,7,12/20/2024,12/20/2024,8,"Created blog posts, videos, and infographics for a product launch.",15,404
536,237,Project on AI for Healthcare,3,12-01-2024,12-01-2024,8,Developed a model for predicting health outcomes using machine learning.,12,208
537,985,Mobile App Prototype Design,17,02-05-2023,02-05-2023,9,Prototyped a mobile app with a strong focus on UX and accessibility.,33,472
538,394,Mobile App Prototype Design,8,10-05-2021,10-05-2021,5,Prototyped a mobile app with a strong focus on UX and accessibility.,93,421
539,905,E-commerce Website Development,19,02-11-2023,02-11-2023,6,Built a responsive web store with secure payments and user login.,15,370
540,271,Mobile App Prototype Design,20,2/22/2021,2/22/2021,1,Prototyped a mobile app with a strong focus on UX and accessibility.,4,184
541,107,Network Security Assessment,16,11/19/2020,11/19/2020,5,Conducted audits and applied firewall and encryption strategies.,73,398
542,772,Project on AI for Healthcare,17,11/20/2020,11/20/2020,2,Developed a model for predicting health outcomes using machine learning.,48,343
543,963,Mobile App Prototype Design,6,10-05-2024,10-05-2024,3,Prototyped a mobile app with a strong focus on UX and accessibility.,88,184
544,198,Mobile App Prototype Design,12,6/20/2024,6/20/2024,10,Prototyped a mobile app with a strong focus on UX and accessibility.,65,479
545,16,E-commerce Website Development,2,04-06-2021,04-06-2021,9,Built a responsive web store with secure payments and user login.,1,335
546,278,Network Security Assessment,18,04-11-2023,04-11-2023,2,Conducted audits and applied firewall and encryption strategies.,90,322
547,136,E-commerce Website Development,2,6/16/2022,6/16/2022,2,Built a responsive web store with secure payments and user login.,63,435
548,745,Network Security Assessment,13,07-05-2021,07-05-2021,1,Conducted audits and applied firewall and encryption strategies.,2,473
549,893,E-commerce Website Development,10,05-06-2020,05-06-2020,7,Built a responsive web store with secure payments and user login.,21,84
550,39,Project on AI for Healthcare,20,6/24/2021,6/24/2021,8,Developed a model for predicting health outcomes using machine learning.,87,389
551,819,Content Marketing Campaign,19,01-04-2023,01-04-2023,2,"Created blog posts, videos, and infographics for a product launch.",19,244
552,33,Project on AI for Healthcare,19,9/18/2023,9/18/2023,8,Developed a model for predicting health outcomes using machine learning.,11,119
553,899,Content Marketing Campaign,3,05-05-2020,05-05-2020,10,"Created blog posts, videos, and infographics for a product launch.",47,400
554,811,E-commerce Website Development,7,8/28/2021,8/28/2021,4,Built a responsive web store with secure payments and user login.,32,339
555,385,Network Security Assessment,13,03-12-2020,03-12-2020,10,Conducted audits and applied firewall and encryption strategies.,22,415
556,310,Network Security Assessment,17,8/25/2023,8/25/2023,3,Conducted audits and applied firewall and encryption strategies.,14,75
557,897,Content Marketing Campaign,6,7/26/2023,7/26/2023,2,"Created blog posts, videos, and infographics for a product launch.",31,146
558,508,Network Security Assessment,7,10-03-2020,10-03-2020,5,Conducted audits and applied firewall and encryption strategies.,66,107
559,340,Project on AI for Healthcare,18,6/27/2021,6/27/2021,3,Developed a model for predicting health outcomes using machine learning.,86,464
560,533,Content Marketing Campaign,10,12-01-2024,12-01-2024,9,"Created blog posts, videos, and infographics for a product launch.",99,150
561,218,Content Marketing Campaign,10,09-04-2020,09-04-2020,2,"Created blog posts, videos, and infographics for a product launch.",73,54
562,927,Network Security Assessment,7,11/18/2023,11/18/2023,2,Conducted audits and applied firewall and encryption strategies.,80,27
563,456,Project on AI for Healthcare,20,3/29/2024,3/29/2024,6,Developed a model for predicting health outcomes using machine learning.,81,328
564,1,E-commerce Website Development,10,07-12-2021,07-12-2021,2,Built a responsive web store with secure payments and user login.,12,130
565,489,E-commerce Website Development,10,1/21/2022,1/21/2022,7,Built a responsive web store with secure payments and user login.,94,166
566,76,Content Marketing Campaign,17,10-03-2023,10-03-2023,7,"Created blog posts, videos, and infographics for a product launch.",80,370
567,677,Content Marketing Campaign,16,7/18/2023,7/18/2023,5,"Created blog posts, videos, and infographics for a product launch.",64,236
568,598,E-commerce Website Development,7,01-07-2023,01-07-2023,8,Built a responsive web store with secure payments and user login.,95,362
569,1000,Mobile App Prototype Design,5,2/25/2020,2/25/2020,7,Prototyped a mobile app with a strong focus on UX and accessibility.,15,461
570,527,Mobile App Prototype Design,15,12/23/2021,12/23/2021,8,Prototyped a mobile app with a strong focus on UX and accessibility.,4,73
571,900,Content Marketing Campaign,11,10/28/2021,10/28/2021,9,"Created blog posts, videos, and infographics for a product launch.",35,100
572,933,E-commerce Website Development,17,01-03-2022,01-03-2022,9,Built a responsive web store with secure payments and user login.,29,9
573,972,E-commerce Website Development,14,09-01-2020,09-01-2020,2,Built a responsive web store with secure payments and user login.,30,483
574,276,Project on AI for Healthcare,1,3/19/2024,3/19/2024,7,Developed a model for predicting health outcomes using machine learning.,68,185
575,433,Cloud Architecture Design,1,10/16/2021,10/16/2021,9,Designed a scalable cloud system using AWS services for high uptime.,76,149
576,720,Cloud Architecture Design,7,07-12-2024,07-12-2024,8,Designed a scalable cloud system using AWS services for high uptime.,26,337
577,904,Cloud Architecture Design,5,5/19/2024,5/19/2024,8,Designed a scalable cloud system using AWS services for high uptime.,50,157
578,206,E-commerce Website Development,14,12-02-2023,12-02-2023,5,Built a responsive web store with secure payments and user login.,3,54
579,341,Network Security Assessment,10,02-01-2023,02-01-2023,8,Conducted audits and applied firewall and encryption strategies.,7,492
580,910,E-commerce Website Development,1,05-05-2022,05-05-2022,10,Built a responsive web store with secure payments and user login.,89,122
581,101,Cloud Architecture Design,9,5/30/2024,5/30/2024,2,Designed a scalable cloud system using AWS services for high uptime.,93,277
582,2,E-commerce Website Development,14,9/21/2020,9/21/2020,9,Built a responsive web store with secure payments and user login.,19,178
583,624,Mobile App Prototype Design,16,5/26/2022,5/26/2022,5,Prototyped a mobile app with a strong focus on UX and accessibility.,36,285
584,335,Network Security Assessment,1,4/27/2023,4/27/2023,8,Conducted audits and applied firewall and encryption strategies.,19,227
585,1000,Cloud Architecture Design,1,10/24/2024,10/24/2024,5,Designed a scalable cloud system using AWS services for high uptime.,96,143
586,999,Content Marketing Campaign,16,06-02-2024,06-02-2024,2,"Created blog posts, videos, and infographics for a product launch.",54,474
587,637,Mobile App Prototype Design,6,2/27/2020,2/27/2020,3,Prototyped a mobile app with a strong focus on UX and accessibility.,94,100
588,858,Project on AI for Healthcare,4,11-01-2023,11-01-2023,5,Developed a model for predicting health outcomes using machine learning.,14,152
589,452,Content Marketing Campaign,6,10-06-2021,10-06-2021,4,"Created blog posts, videos, and infographics for a product launch.",21,443
590,6,E-commerce Website Development,11,4/26/2021,4/26/2021,2,Built a responsive web store with secure payments and user login.,51,394
591,68,Network Security Assessment,6,10/27/2021,10/27/2021,3,Conducted audits and applied firewall and encryption strategies.,32,372
592,103,Project on AI for Healthcare,20,3/14/2024,3/14/2024,7,Developed a model for predicting health outcomes using machine learning.,51,113
593,825,Cloud Architecture Design,13,1/24/2020,1/24/2020,9,Designed a scalable cloud system using AWS services for high uptime.,43,449
594,868,Content Marketing Campaign,14,07-01-2023,07-01-2023,9,"Created blog posts, videos, and infographics for a product launch.",32,480
595,11,Network Security Assessment,12,05-05-2024,05-05-2024,4,Conducted audits and applied firewall and encryption strategies.,4,336
596,49,Content Marketing Campaign,20,12-09-2023,12-09-2023,3,"Created blog posts, videos, and infographics for a product launch.",90,116
597,775,Content Marketing Campaign,14,10-05-2021,10-05-2021,9,"Created blog posts, videos, and infographics for a product launch.",93,226
598,674,Project on AI for Healthcare,19,5/17/2024,5/17/2024,1,Developed a model for predicting health outcomes using machine learning.,61,188
599,785,Network Security Assessment,10,10/22/2020,10/22/2020,3,Conducted audits and applied firewall and encryption strategies.,98,337
600,611,Mobile App Prototype Design,13,08-09-2020,08-09-2020,9,Prototyped a mobile app with a strong focus on UX and accessibility.,53,374
601,839,Project on AI for Healthcare,16,4/13/2022,4/13/2022,6,Developed a model for predicting health outcomes using machine learning.,92,269
602,805,E-commerce Website Development,11,7/13/2024,7/13/2024,5,Built a responsive web store with secure payments and user login.,39,325
603,238,E-commerce Website Development,12,12/16/2023,12/16/2023,2,Built a responsive web store with secure payments and user login.,36,18
604,893,E-commerce Website Development,1,9/16/2022,9/16/2022,2,Built a responsive web store with secure payments and user login.,2,31
605,387,Network Security Assessment,20,11/15/2020,11/15/2020,4,Conducted audits and applied firewall and encryption strategies.,19,78
606,575,Project on AI for Healthcare,8,7/19/2022,7/19/2022,8,Developed a model for predicting health outcomes using machine learning.,20,96
607,860,Cloud Architecture Design,3,04-08-2023,04-08-2023,9,Designed a scalable cloud system using AWS services for high uptime.,43,198
608,480,Project on AI for Healthcare,2,02-07-2024,02-07-2024,5,Developed a model for predicting health outcomes using machine learning.,77,216
609,298,Project on AI for Healthcare,3,12-10-2024,12-10-2024,7,Developed a model for predicting health outcomes using machine learning.,45,158
610,87,Content Marketing Campaign,18,06-04-2024,06-04-2024,1,"Created blog posts, videos, and infographics for a product launch.",6,20
611,320,E-commerce Website Development,7,1/25/2022,1/25/2022,6,Built a responsive web store with secure payments and user login.,79,37
612,537,E-commerce Website Development,2,12-08-2020,12-08-2020,7,Built a responsive web store with secure payments and user login.,45,388
613,925,Network Security Assessment,15,07-09-2020,07-09-2020,9,Conducted audits and applied firewall and encryption strategies.,51,234
614,442,E-commerce Website Development,19,6/28/2020,6/28/2020,6,Built a responsive web store with secure payments and user login.,21,425
615,362,Cloud Architecture Design,12,10-11-2020,10-11-2020,1,Designed a scalable cloud system using AWS services for high uptime.,66,153
616,52,Content Marketing Campaign,1,6/14/2021,6/14/2021,6,"Created blog posts, videos, and infographics for a product launch.",25,90
617,988,Cloud Architecture Design,19,01-04-2023,01-04-2023,3,Designed a scalable cloud system using AWS services for high uptime.,19,362
618,115,Cloud Architecture Design,18,8/18/2020,8/18/2020,5,Designed a scalable cloud system using AWS services for high uptime.,100,66
619,592,Content Marketing Campaign,5,6/30/2023,6/30/2023,7,"Created blog posts, videos, and infographics for a product launch.",14,202
620,980,E-commerce Website Development,17,3/14/2020,3/14/2020,2,Built a responsive web store with secure payments and user login.,66,464
621,797,Mobile App Prototype Design,5,3/30/2021,3/30/2021,3,Prototyped a mobile app with a strong focus on UX and accessibility.,3,382
622,598,E-commerce Website Development,10,1/16/2023,1/16/2023,1,Built a responsive web store with secure payments and user login.,66,85
623,95,Content Marketing Campaign,2,9/23/2022,9/23/2022,4,"Created blog posts, videos, and infographics for a product launch.",46,314
624,4,E-commerce Website Development,10,04-09-2021,04-09-2021,4,Built a responsive web store with secure payments and user login.,44,165
625,230,Project on AI for Healthcare,2,3/17/2023,3/17/2023,10,Developed a model for predicting health outcomes using machine learning.,8,29
626,136,Mobile App Prototype Design,18,08-03-2024,08-03-2024,8,Prototyped a mobile app with a strong focus on UX and accessibility.,98,225
627,37,Mobile App Prototype Design,20,9/15/2023,9/15/2023,10,Prototyped a mobile app with a strong focus on UX and accessibility.,4,498
628,312,Cloud Architecture Design,20,5/17/2021,5/17/2021,10,Designed a scalable cloud system using AWS services for high uptime.,48,268
629,706,Mobile App Prototype Design,3,2/20/2024,2/20/2024,4,Prototyped a mobile app with a strong focus on UX and accessibility.,75,475
630,134,E-commerce Website Development,9,7/13/2024,7/13/2024,8,Built a responsive web store with secure payments and user login.,26,301
631,606,E-commerce Website Development,13,11-02-2023,11-02-2023,2,Built a responsive web store with secure payments and user login.,43,278
632,819,Content Marketing Campaign,15,6/29/2021,6/29/2021,10,"Created blog posts, videos, and infographics for a product launch.",53,127
633,730,Project on AI for Healthcare,12,9/22/2023,9/22/2023,5,Developed a model for predicting health outcomes using machine learning.,6,52
634,932,Cloud Architecture Design,7,10/19/2020,10/19/2020,1,Designed a scalable cloud system using AWS services for high uptime.,6,250
635,436,Network Security Assessment,14,06-05-2023,06-05-2023,1,Conducted audits and applied firewall and encryption strategies.,95,367
636,536,E-commerce Website Development,18,8/22/2021,8/22/2021,7,Built a responsive web store with secure payments and user login.,84,284
637,483,Network Security Assessment,20,6/24/2020,6/24/2020,8,Conducted audits and applied firewall and encryption strategies.,14,180
638,486,Mobile App Prototype Design,2,09-11-2024,09-11-2024,10,Prototyped a mobile app with a strong focus on UX and accessibility.,54,117
639,969,E-commerce Website Development,5,12/15/2024,12/15/2024,5,Built a responsive web store with secure payments and user login.,51,25
640,586,Mobile App Prototype Design,9,10/31/2024,10/31/2024,8,Prototyped a mobile app with a strong focus on UX and accessibility.,87,342
641,306,E-commerce Website Development,15,12-01-2020,12-01-2020,3,Built a responsive web store with secure payments and user login.,21,469
642,892,Cloud Architecture Design,16,06-01-2020,06-01-2020,2,Designed a scalable cloud system using AWS services for high uptime.,86,454
643,857,Content Marketing Campaign,15,8/16/2023,8/16/2023,4,"Created blog posts, videos, and infographics for a product launch.",49,131
644,900,Cloud Architecture Design,7,07-07-2022,07-07-2022,5,Designed a scalable cloud system using AWS services for high uptime.,10,246
645,461,Mobile App Prototype Design,6,07-03-2021,07-03-2021,4,Prototyped a mobile app with a strong focus on UX and accessibility.,78,45
646,573,Mobile App Prototype Design,10,12-10-2023,12-10-2023,7,Prototyped a mobile app with a strong focus on UX and accessibility.,20,450
647,93,Content Marketing Campaign,4,1/16/2023,1/16/2023,10,"Created blog posts, videos, and infographics for a product launch.",98,58
648,152,Mobile App Prototype Design,12,07-11-2021,07-11-2021,5,Prototyped a mobile app with a strong focus on UX and accessibility.,1,185
649,601,Project on AI for Healthcare,14,6/22/2023,6/22/2023,9,Developed a model for predicting health outcomes using machine learning.,13,239
650,750,Mobile App Prototype Design,2,8/19/2020,8/19/2020,8,Prototyped a mobile app with a strong focus on UX and accessibility.,75,233
651,249,E-commerce Website Development,8,12/17/2021,12/17/2021,6,Built a responsive web store with secure payments and user login.,49,273
652,446,Project on AI for Healthcare,17,10-07-2020,10-07-2020,8,Developed a model for predicting health outcomes using machine learning.,61,125
653,734,Project on AI for Healthcare,11,9/23/2024,9/23/2024,4,Developed a model for predicting health outcomes using machine learning.,1,434
654,393,Mobile App Prototype Design,8,12/22/2020,12/22/2020,5,Prototyped a mobile app with a strong focus on UX and accessibility.,87,8
655,533,Content Marketing Campaign,14,02-09-2023,02-09-2023,9,"Created blog posts, videos, and infographics for a product launch.",6,473
656,295,Mobile App Prototype Design,18,07-01-2020,07-01-2020,4,Prototyped a mobile app with a strong focus on UX and accessibility.,17,351
657,874,Content Marketing Campaign,8,4/21/2021,4/21/2021,3,"Created blog posts, videos, and infographics for a product launch.",31,76
658,891,E-commerce Website Development,5,5/16/2020,5/16/2020,3,Built a responsive web store with secure payments and user login.,20,10
659,326,Mobile App Prototype Design,9,5/13/2021,5/13/2021,4,Prototyped a mobile app with a strong focus on UX and accessibility.,34,339
660,728,Content Marketing Campaign,12,04-02-2021,04-02-2021,1,"Created blog posts, videos, and infographics for a product launch.",50,164
661,959,Content Marketing Campaign,10,7/24/2022,7/24/2022,7,"Created blog posts, videos, and infographics for a product launch.",30,33
662,627,Network Security Assessment,3,10/13/2024,10/13/2024,2,Conducted audits and applied firewall and encryption strategies.,59,98
663,124,Mobile App Prototype Design,2,04-06-2023,04-06-2023,6,Prototyped a mobile app with a strong focus on UX and accessibility.,88,389
664,895,Network Security Assessment,3,6/18/2021,6/18/2021,10,Conducted audits and applied firewall and encryption strategies.,89,103
665,250,E-commerce Website Development,2,8/23/2020,8/23/2020,10,Built a responsive web store with secure payments and user login.,84,88
666,226,E-commerce Website Development,8,5/15/2022,5/15/2022,2,Built a responsive web store with secure payments and user login.,89,166
667,498,Cloud Architecture Design,3,06-08-2021,06-08-2021,5,Designed a scalable cloud system using AWS services for high uptime.,2,414
668,108,Project on AI for Healthcare,9,8/13/2021,8/13/2021,8,Developed a model for predicting health outcomes using machine learning.,75,451
669,701,Cloud Architecture Design,4,06-11-2021,06-11-2021,5,Designed a scalable cloud system using AWS services for high uptime.,21,129
670,283,Network Security Assessment,19,08-01-2021,08-01-2021,5,Conducted audits and applied firewall and encryption strategies.,61,442
671,402,Network Security Assessment,5,4/15/2022,4/15/2022,2,Conducted audits and applied firewall and encryption strategies.,32,193
672,39,Cloud Architecture Design,6,03-02-2022,03-02-2022,7,Designed a scalable cloud system using AWS services for high uptime.,63,126
673,333,E-commerce Website Development,6,11/15/2023,11/15/2023,9,Built a responsive web store with secure payments and user login.,25,149
674,60,Cloud Architecture Design,16,1/26/2021,1/26/2021,6,Designed a scalable cloud system using AWS services for high uptime.,75,1
675,695,Project on AI for Healthcare,7,9/18/2020,9/18/2020,7,Developed a model for predicting health outcomes using machine learning.,43,235
676,195,Mobile App Prototype Design,9,6/17/2021,6/17/2021,1,Prototyped a mobile app with a strong focus on UX and accessibility.,10,198
677,896,Content Marketing Campaign,17,06-03-2021,06-03-2021,1,"Created blog posts, videos, and infographics for a product launch.",3,338
678,808,Mobile App Prototype Design,15,11/24/2021,11/24/2021,10,Prototyped a mobile app with a strong focus on UX and accessibility.,9,467
679,914,E-commerce Website Development,19,02-10-2020,02-10-2020,1,Built a responsive web store with secure payments and user login.,70,3
680,507,Content Marketing Campaign,11,04-03-2024,04-03-2024,1,"Created blog posts, videos, and infographics for a product launch.",30,462
681,291,E-commerce Website Development,14,03-08-2023,03-08-2023,6,Built a responsive web store with secure payments and user login.,63,73
682,825,E-commerce Website Development,9,8/30/2022,8/30/2022,3,Built a responsive web store with secure payments and user login.,59,111
683,416,Network Security Assessment,16,01-03-2024,01-03-2024,6,Conducted audits and applied firewall and encryption strategies.,45,284
684,836,Cloud Architecture Design,8,12-11-2023,12-11-2023,4,Designed a scalable cloud system using AWS services for high uptime.,38,176
685,457,Project on AI for Healthcare,14,02-08-2024,02-08-2024,5,Developed a model for predicting health outcomes using machine learning.,95,191
686,475,E-commerce Website Development,16,1/14/2022,1/14/2022,2,Built a responsive web store with secure payments and user login.,6,73
687,660,Mobile App Prototype Design,2,05-07-2022,05-07-2022,6,Prototyped a mobile app with a strong focus on UX and accessibility.,33,220
688,618,Cloud Architecture Design,5,9/18/2021,9/18/2021,1,Designed a scalable cloud system using AWS services for high uptime.,68,96
689,112,Cloud Architecture Design,16,11/17/2023,11/17/2023,3,Designed a scalable cloud system using AWS services for high uptime.,60,302
690,548,Content Marketing Campaign,19,01-07-2020,01-07-2020,7,"Created blog posts, videos, and infographics for a product launch.",71,424
691,438,Project on AI for Healthcare,4,06-05-2021,06-05-2021,8,Developed a model for predicting health outcomes using machine learning.,65,111
692,464,Content Marketing Campaign,19,8/29/2024,8/29/2024,8,"Created blog posts, videos, and infographics for a product launch.",96,133
693,340,Project on AI for Healthcare,13,7/28/2021,7/28/2021,3,Developed a model for predicting health outcomes using machine learning.,80,205
694,702,Cloud Architecture Design,20,4/24/2022,4/24/2022,10,Designed a scalable cloud system using AWS services for high uptime.,41,353
695,496,Cloud Architecture Design,8,9/13/2022,9/13/2022,1,Designed a scalable cloud system using AWS services for high uptime.,5,89
696,381,E-commerce Website Development,5,3/14/2022,3/14/2022,2,Built a responsive web store with secure payments and user login.,15,206
697,799,Project on AI for Healthcare,13,04-09-2024,04-09-2024,6,Developed a model for predicting health outcomes using machine learning.,91,47
698,455,Content Marketing Campaign,14,05-08-2024,05-08-2024,1,"Created blog posts, videos, and infographics for a product launch.",2,329
699,868,Cloud Architecture Design,10,10-10-2022,10-10-2022,6,Designed a scalable cloud system using AWS services for high uptime.,100,157
700,879,Cloud Architecture Design,9,9/15/2023,9/15/2023,9,Designed a scalable cloud system using AWS services for high uptime.,11,369
701,889,Mobile App Prototype Design,15,1/20/2020,1/20/2020,2,Prototyped a mobile app with a strong focus on UX and accessibility.,2,484
