GTS_TRAINING_OFFER_ID,GTS_TRAINING_OFFER_POSTED_BY_ID,GTS_TRAINING_ID,GTS_TRAINER_ID,GTS_TRAINING_OFFER_STATUS,GTS_TRAINING_OFFER_START_DATE,GTS_TRAINING_OFFER_END_DATE,GTS_TRAINING_OFFER_TYPE,GTS_TRAINING_OFFER_MEDIUM,GTS_TRAINING_CENTER_ID,GTS_TRAINER_COUNTRY_CODE,GTS_TRAINER_CONTACT_NUMBER,GTS_TRAINING_OFFER_PREREQUISITE,GTS_TRAINING_VIDEO_ID
453,509,125,244,TRUE,6/29/2020,8/28/2020,Self-paced,Online,43,35,8433080209,Knowledge of HTML,411
454,413,509,141,FALSE,1/31/2020,3/31/2020,Part-time,Offline,35,111,6649804153,Exposure to databases and SQL,205
455,369,765,976,FALSE,4/16/2020,6/15/2020,Full-time,Online,40,228,7278931964,Basic understanding of machine learning concepts,784
456,584,371,689,FALSE,3/17/2020,5/16/2020,Self-paced,Online,53,230,8370170878,No prerequisites required,474
457,682,485,996,FALSE,1/16/2020,3/16/2020,Full-time,Hybrid,6,9,6797340367,Portfolio of design projects (for UI/UX),863
458,753,908,158,TRUE,6/17/2020,8/16/2020,Part-time,Offline,100,151,9935293308,Comfortable with remote collaboration tools,800
459,395,431,255,TRUE,2/18/2020,4/18/2020,Full-time,Offline,86,103,7373330206,CSS,918
460,325,62,288,FALSE,6/22/2020,8/21/2020,Self-paced,Offline,82,217,7005249133,CSS,334
461,856,340,650,FALSE,1/18/2020,3/18/2020,Self-paced,Hybrid,61,140,7926406777,Portfolio of design projects (for UI/UX),493
462,63,216,195,FALSE,5/18/2020,7/17/2020,Self-paced,Hybrid,15,1,7327265838,Understanding of data structures and algorithms,723
463,602,889,340,FALSE,2/13/2020,4/13/2020,Part-time,Hybrid,82,28,7461670242,CSS,488
464,694,133,575,FALSE,05-04-2020,07-03-2020,Part-time,Online,48,28,6745925695,Basic understanding of machine learning concepts,262
465,931,71,628,FALSE,5/26/2020,7/25/2020,Full-time,Hybrid,57,169,8364757323,CSS,411
466,391,242,95,FALSE,02-03-2020,04-03-2020,Part-time,Online,75,37,9895939438,Experience in project coordination,502
467,451,68,616,TRUE,4/23/2020,6/22/2020,Self-paced,Online,73,130,9672991100,Willingness to learn new technologies,45
468,99,369,526,TRUE,2/20/2020,4/20/2020,Full-time,Offline,76,81,8171600618,Basic understanding of machine learning concepts,381
469,48,2,192,FALSE,4/26/2020,6/25/2020,Part-time,Offline,87,250,7637512303,Awareness of marketing strategies,355
470,286,991,286,FALSE,01-11-2020,03-11-2020,Full-time,Offline,35,125,8916276783,Exposure to databases and SQL,76
471,264,971,960,FALSE,1/30/2020,3/30/2020,Part-time,Online,35,115,9343620690,Completion of Intro to Python course,609
472,303,84,798,FALSE,5/16/2020,7/15/2020,Part-time,Offline,47,21,6841692874,Understanding of data structures and algorithms,235
473,437,850,6,FALSE,3/17/2020,5/16/2020,Full-time,Offline,36,17,8073294950,Prior experience with Excel or spreadsheets,466
474,441,769,665,TRUE,5/15/2020,7/14/2020,Part-time,Offline,6,209,7620690760,Portfolio of design projects (for UI/UX),354
475,617,270,872,FALSE,3/20/2020,5/19/2020,Self-paced,Online,46,166,6882400860,Completion of Intro to Python course,743
476,944,43,206,FALSE,6/13/2020,08-12-2020,Self-paced,Online,71,205,7589252839,Interest in cybersecurity,657
477,255,408,927,FALSE,6/25/2020,8/24/2020,Full-time,Offline,63,66,6486399277,Willingness to learn new technologies,835
478,894,198,15,FALSE,1/19/2020,3/19/2020,Part-time,Online,2,207,8578555516,Knowledge of HTML,892
479,861,903,848,TRUE,1/24/2020,3/24/2020,Part-time,Online,25,192,7661883202,Understanding of data structures and algorithms,931
480,971,427,469,TRUE,06-10-2020,08-09-2020,Full-time,Online,48,156,9788956331,Prior experience with Excel or spreadsheets,306
481,257,862,320,TRUE,4/15/2020,6/14/2020,Self-paced,Offline,67,209,7968234475,Basic understanding of machine learning concepts,5
482,724,535,471,TRUE,03-10-2020,05-09-2020,Part-time,Offline,89,33,7162715099,Portfolio of design projects (for UI/UX),635
483,759,7,434,FALSE,06-02-2020,08-01-2020,Part-time,Offline,7,220,8978369880,Knowledge of HTML,672
484,829,927,95,FALSE,06-10-2020,08-09-2020,Self-paced,Hybrid,98,32,6741390904,Exposure to databases and SQL,150
485,996,460,472,FALSE,6/16/2020,8/15/2020,Full-time,Offline,13,248,8601635815,Basic programming knowledge,516
486,539,450,883,TRUE,6/28/2020,8/27/2020,Full-time,Offline,87,197,6130756095,Understanding of data structures and algorithms,949
487,551,85,120,TRUE,4/15/2020,6/14/2020,Self-paced,Online,57,183,8727069374,Completion of Intro to Python course,932
488,847,459,57,TRUE,6/17/2020,8/16/2020,Full-time,Hybrid,50,74,9484986493,Portfolio of design projects (for UI/UX),766
489,858,73,476,TRUE,6/20/2020,8/19/2020,Self-paced,Online,100,68,9956501177,Strong communication skills,809
490,580,22,79,FALSE,4/14/2020,6/13/2020,Self-paced,Online,74,232,9747868905,Previous coursework in networking fundamentals,870
491,997,658,896,TRUE,5/23/2020,7/22/2020,Self-paced,Hybrid,30,237,6504189543,Prior experience with Excel or spreadsheets,16
492,81,358,505,FALSE,03-10-2020,05-09-2020,Self-paced,Online,91,223,7957240032,Familiarity with Agile or Scrum methodologies,95
493,84,165,684,TRUE,6/24/2020,8/23/2020,Part-time,Online,15,205,7717416425,Previous coursework in networking fundamentals,421
494,510,216,95,FALSE,3/18/2020,5/17/2020,Part-time,Hybrid,10,218,9192675208,Portfolio of design projects (for UI/UX),915
495,435,449,476,FALSE,05-04-2020,07-03-2020,Full-time,Hybrid,84,13,7222959390,Prior experience with Excel or spreadsheets,614
496,979,456,505,FALSE,2/26/2020,4/26/2020,Full-time,Online,84,157,8318583153,Awareness of marketing strategies,874
497,61,312,655,TRUE,1/24/2020,3/24/2020,Part-time,Hybrid,3,24,9937924156,Familiarity with cloud tools,571
498,98,987,881,TRUE,6/21/2020,8/20/2020,Self-paced,Hybrid,60,123,8021151358,Awareness of marketing strategies,972
499,861,519,330,TRUE,4/14/2020,6/13/2020,Self-paced,Offline,6,105,9067299015,Strong communication skills,890
500,557,930,414,FALSE,02-10-2020,04-10-2020,Self-paced,Hybrid,84,126,8665451663,Exposure to databases and SQL,672
501,346,150,917,TRUE,6/18/2020,8/17/2020,Self-paced,Offline,9,205,9557233919,Awareness of marketing strategies,197
502,951,985,227,FALSE,1/22/2020,3/22/2020,Part-time,Online,5,100,6739646513,Exposure to databases and SQL,649
503,509,155,989,TRUE,1/22/2020,3/22/2020,Part-time,Hybrid,57,103,6184423248,Exposure to databases and SQL,559
504,813,594,80,FALSE,04-08-2020,06-07-2020,Full-time,Online,45,50,8859195244,Familiarity with cloud tools,168
505,726,397,367,FALSE,2/13/2020,4/13/2020,Full-time,Offline,20,97,7732473436,Bachelor's degree in a relevant field,815
506,835,227,885,FALSE,1/22/2020,3/22/2020,Self-paced,Offline,76,184,8404056785,Portfolio of design projects (for UI/UX),455
507,125,529,528,FALSE,04-04-2020,06-03-2020,Full-time,Online,82,169,7602101827,Prior experience with Excel or spreadsheets,229
508,463,340,202,TRUE,3/28/2020,5/27/2020,Self-paced,Online,100,223,9293302878,Awareness of marketing strategies,437
509,120,323,761,FALSE,4/14/2020,6/13/2020,Self-paced,Hybrid,82,194,7431643118,Comfortable with remote collaboration tools,472
510,253,898,929,FALSE,05-03-2020,07-02-2020,Full-time,Online,83,34,8732855179,Interest in cybersecurity,609
511,920,638,666,FALSE,04-05-2020,06-04-2020,Self-paced,Offline,14,91,8304558851,Exposure to databases and SQL,604
512,526,310,401,FALSE,2/16/2020,4/16/2020,Full-time,Offline,76,125,9968639609,Interest in cybersecurity,952
513,66,757,929,FALSE,4/28/2020,6/27/2020,Part-time,Online,54,83,7581061246,Exposure to databases and SQL,247
514,434,518,80,TRUE,4/26/2020,6/25/2020,Full-time,Online,36,67,7013160024,Familiarity with cloud tools,90
515,71,605,464,FALSE,3/31/2020,5/30/2020,Full-time,Hybrid,97,206,6183367235,Awareness of marketing strategies,511
516,740,239,488,FALSE,4/26/2020,6/25/2020,Full-time,Online,51,81,7943201576,Previous coursework in networking fundamentals,481
517,5,849,190,TRUE,2/26/2020,4/26/2020,Part-time,Offline,21,72,9119136006,Completion of Intro to Python course,966
518,137,774,264,TRUE,6/13/2020,08-12-2020,Part-time,Online,1,3,9793085525,No prerequisites required,940
519,222,542,1000,TRUE,03-12-2020,05-11-2020,Full-time,Online,15,229,7971243492,Strong communication skills,805
520,404,282,474,FALSE,05-08-2020,07-07-2020,Part-time,Hybrid,44,216,7009321224,Familiarity with cloud tools,656
521,816,881,866,FALSE,3/19/2020,5/18/2020,Full-time,Hybrid,24,135,8810820908,Familiarity with cloud tools,643
522,722,814,11,FALSE,3/19/2020,5/18/2020,Part-time,Offline,51,202,8242106721,Exposure to databases and SQL,116
523,246,581,73,TRUE,6/29/2020,8/28/2020,Full-time,Hybrid,37,249,8223102285,and JavaScript,537
524,791,45,10,FALSE,2/28/2020,4/28/2020,Part-time,Hybrid,21,165,6925860908,Passion for tech and innovation,916
525,957,544,275,FALSE,05-10-2020,07-09-2020,Full-time,Offline,36,157,8893849243,Basic understanding of machine learning concepts,389
526,493,475,534,TRUE,03-03-2020,05-02-2020,Self-paced,Offline,58,246,9954935754,Bachelor's degree in a relevant field,733
527,34,158,808,TRUE,6/24/2020,8/23/2020,Part-time,Online,47,103,9012473351,Knowledge of HTML,703
528,58,262,54,TRUE,4/22/2020,6/21/2020,Part-time,Online,81,199,7348843945,Strong communication skills,161
529,941,182,744,FALSE,06-03-2020,08-02-2020,Part-time,Hybrid,3,162,9559199860,Experience in project coordination,161
530,112,762,228,TRUE,2/29/2020,4/29/2020,Full-time,Hybrid,34,37,9568038882,Experience in project coordination,841
531,842,561,787,FALSE,2/25/2020,4/25/2020,Self-paced,Hybrid,51,182,6389607873,Basic programming knowledge,494
532,371,829,404,TRUE,02-07-2020,04-07-2020,Part-time,Online,79,188,8678189076,Familiarity with cloud tools,469
533,861,553,934,FALSE,01-02-2020,03-02-2020,Full-time,Online,11,161,6904461862,Completion of Intro to Python course,207
534,570,497,529,FALSE,2/25/2020,4/25/2020,Self-paced,Hybrid,15,178,7397701955,Knowledge of HTML,538
535,34,972,759,TRUE,3/29/2020,5/28/2020,Self-paced,Offline,34,140,8541540416,No prerequisites required,129
536,936,769,807,TRUE,4/29/2020,6/28/2020,Part-time,Hybrid,18,58,8940317670,Passion for tech and innovation,140
537,439,500,15,FALSE,05-04-2020,07-03-2020,Self-paced,Hybrid,79,204,7620007098,Awareness of marketing strategies,126
538,800,964,125,FALSE,3/25/2020,5/24/2020,Full-time,Hybrid,6,47,9684490809,Comfortable with remote collaboration tools,736
539,862,660,975,TRUE,06-11-2020,08-10-2020,Part-time,Online,49,192,7252966364,Knowledge of HTML,773
540,10,788,219,TRUE,5/24/2020,7/23/2020,Full-time,Offline,28,172,7178060567,Experience in project coordination,638
541,3,780,65,TRUE,3/31/2020,5/30/2020,Part-time,Hybrid,73,47,8732151945,Basic understanding of machine learning concepts,175
542,18,981,151,TRUE,01-07-2020,03-07-2020,Self-paced,Hybrid,38,210,7911552807,Familiarity with Agile or Scrum methodologies,273
543,872,51,299,TRUE,06-04-2020,08-03-2020,Full-time,Hybrid,60,228,9589580273,Familiarity with Agile or Scrum methodologies,211
544,507,97,852,FALSE,5/19/2020,7/18/2020,Self-paced,Online,45,207,7907511070,Bachelor's degree in a relevant field,66
545,26,88,247,FALSE,4/17/2020,6/16/2020,Self-paced,Hybrid,97,185,7143160722,Familiarity with cloud tools,462
546,63,98,861,FALSE,06-08-2020,08-07-2020,Part-time,Online,37,90,8795329615,Interest in cybersecurity,488
547,654,675,82,FALSE,2/19/2020,4/19/2020,Full-time,Offline,39,182,7236096308,Familiarity with cloud tools,180
548,575,353,849,TRUE,2/18/2020,4/18/2020,Self-paced,Offline,93,85,9309413489,Comfortable with remote collaboration tools,53
549,929,761,338,TRUE,2/18/2020,4/18/2020,Part-time,Hybrid,57,182,8422272779,Exposure to databases and SQL,330
550,985,55,863,TRUE,6/19/2020,8/18/2020,Self-paced,Online,99,27,9527436552,Passion for tech and innovation,630
551,741,500,136,FALSE,01-11-2020,03-11-2020,Full-time,Hybrid,67,74,7941145475,Basic understanding of machine learning concepts,510
552,881,571,168,FALSE,01-10-2020,03-10-2020,Part-time,Hybrid,59,165,6403612954,Comfortable with remote collaboration tools,744
553,775,497,669,TRUE,01-12-2020,03-12-2020,Self-paced,Hybrid,50,180,6069118545,Completion of Intro to Python course,404
554,499,42,969,FALSE,2/15/2020,4/15/2020,Part-time,Online,11,198,7937587062,Strong communication skills,185
555,763,5,977,FALSE,03-11-2020,05-10-2020,Part-time,Offline,25,14,8252809409,Awareness of marketing strategies,449
556,3,647,358,TRUE,06-08-2020,08-07-2020,Part-time,Hybrid,61,133,7211635340,Prior experience with Excel or spreadsheets,725
557,485,883,461,TRUE,04-11-2020,06-10-2020,Full-time,Offline,9,118,6570143808,Awareness of marketing strategies,770
558,385,978,863,FALSE,03-03-2020,05-02-2020,Part-time,Hybrid,89,141,8500454852,Prior experience with Excel or spreadsheets,990
559,533,32,157,TRUE,2/23/2020,4/23/2020,Self-paced,Hybrid,30,24,9003734263,Bachelor's degree in a relevant field,512
560,483,9,995,TRUE,2/16/2020,4/16/2020,Full-time,Hybrid,31,55,6082545232,Knowledge of HTML,610
561,93,328,612,FALSE,04-08-2020,06-07-2020,Self-paced,Hybrid,21,178,9545403070,Portfolio of design projects (for UI/UX),908
562,962,327,347,FALSE,04-07-2020,06-06-2020,Full-time,Hybrid,48,216,7054049435,Comfortable with remote collaboration tools,598
563,879,998,458,FALSE,5/15/2020,7/14/2020,Self-paced,Online,83,53,9430025351,Passion for tech and innovation,686
564,142,126,740,FALSE,5/25/2020,7/24/2020,Part-time,Hybrid,79,2,8417215491,Familiarity with cloud tools,524
565,184,389,687,FALSE,3/20/2020,5/19/2020,Part-time,Online,22,243,7119137811,Basic understanding of machine learning concepts,986
566,465,470,313,TRUE,3/21/2020,5/20/2020,Full-time,Offline,100,87,8795842873,Basic understanding of machine learning concepts,53
567,858,131,478,FALSE,02-04-2020,04-04-2020,Part-time,Offline,94,19,8809220739,Exposure to databases and SQL,120
568,116,720,406,FALSE,5/25/2020,7/24/2020,Full-time,Online,92,115,7805567560,Experience in project coordination,971
569,440,727,327,FALSE,2/29/2020,4/29/2020,Full-time,Hybrid,100,238,8472502254,Strong communication skills,476
570,238,527,685,FALSE,04-09-2020,06-08-2020,Self-paced,Hybrid,65,129,9427431107,Understanding of data structures and algorithms,53
571,465,173,381,FALSE,04-09-2020,06-08-2020,Part-time,Online,3,74,6312949875,and JavaScript,104
572,671,35,89,FALSE,1/16/2020,3/16/2020,Part-time,Online,20,152,8897918876,Familiarity with cloud tools,563
573,55,654,400,TRUE,01-06-2020,03-06-2020,Self-paced,Hybrid,56,217,8764664293,Exposure to databases and SQL,498
574,353,982,572,TRUE,06-09-2020,08-08-2020,Part-time,Hybrid,19,123,8582043887,Familiarity with cloud tools,346
575,900,428,982,TRUE,2/22/2020,4/22/2020,Full-time,Hybrid,90,98,6599980478,Willingness to learn new technologies,68
576,186,799,482,FALSE,6/27/2020,8/26/2020,Part-time,Hybrid,93,184,6906700505,Willingness to learn new technologies,949
577,812,730,719,FALSE,3/30/2020,5/29/2020,Self-paced,Online,54,52,9973646444,Experience in project coordination,948
578,186,921,674,TRUE,4/18/2020,6/17/2020,Full-time,Hybrid,83,97,7954901215,Experience in project coordination,955
579,101,852,621,TRUE,4/21/2020,6/20/2020,Part-time,Offline,36,146,8190528305,Willingness to learn new technologies,158
580,212,922,557,FALSE,4/17/2020,6/16/2020,Self-paced,Hybrid,42,182,9754555001,Familiarity with cloud tools,473
581,785,548,461,FALSE,6/29/2020,8/28/2020,Part-time,Hybrid,5,167,7249864777,CSS,266
582,175,484,476,FALSE,01-07-2020,03-07-2020,Part-time,Offline,10,5,7240522573,Understanding of data structures and algorithms,736
583,836,575,189,TRUE,02-08-2020,04-08-2020,Part-time,Online,20,205,9329212009,Exposure to databases and SQL,622
584,360,872,197,TRUE,2/22/2020,4/22/2020,Self-paced,Hybrid,93,3,7957381447,Understanding of data structures and algorithms,354
585,610,902,288,FALSE,1/21/2020,3/21/2020,Full-time,Online,16,12,6127814763,Completion of Intro to Python course,475
586,12,830,439,TRUE,4/27/2020,6/26/2020,Self-paced,Online,81,210,7038544219,Portfolio of design projects (for UI/UX),771
587,460,786,586,TRUE,03-05-2020,05-04-2020,Self-paced,Hybrid,4,219,7972028059,and JavaScript,214
588,529,957,73,TRUE,4/17/2020,6/16/2020,Self-paced,Offline,76,165,9950535459,Exposure to databases and SQL,117
589,340,425,974,FALSE,5/16/2020,7/15/2020,Part-time,Online,1,113,8980609066,Interest in cybersecurity,946
590,148,764,113,TRUE,3/27/2020,5/26/2020,Part-time,Offline,1,130,7349654417,Portfolio of design projects (for UI/UX),665
591,55,916,143,FALSE,5/20/2020,7/19/2020,Self-paced,Online,71,176,6068902055,Comfortable with remote collaboration tools,955
592,859,23,134,FALSE,6/23/2020,8/22/2020,Self-paced,Online,34,237,7834053821,Portfolio of design projects (for UI/UX),885
593,159,993,591,FALSE,6/17/2020,8/16/2020,Self-paced,Offline,40,238,6896423208,No prerequisites required,577
594,727,234,441,TRUE,4/27/2020,6/26/2020,Part-time,Online,57,103,7852792653,Knowledge of HTML,453
595,453,901,915,FALSE,2/21/2020,4/21/2020,Self-paced,Offline,39,26,8549971570,Previous coursework in networking fundamentals,930
596,889,125,626,FALSE,06-06-2020,08-05-2020,Full-time,Hybrid,31,84,7833404140,Strong communication skills,441
597,704,723,629,TRUE,4/29/2020,6/28/2020,Part-time,Hybrid,50,161,7004806197,No prerequisites required,895
598,128,857,309,TRUE,3/20/2020,5/19/2020,Self-paced,Hybrid,96,200,7245433813,Previous coursework in networking fundamentals,477
599,368,318,595,TRUE,03-02-2020,05-01-2020,Self-paced,Hybrid,42,82,8928964911,Familiarity with Agile or Scrum methodologies,174
600,455,309,862,FALSE,1/17/2020,3/17/2020,Self-paced,Offline,77,121,7893785896,Bachelor's degree in a relevant field,540
601,994,134,746,TRUE,5/19/2020,7/18/2020,Full-time,Hybrid,91,233,6402460642,Previous coursework in networking fundamentals,609
602,176,630,548,FALSE,5/28/2020,7/27/2020,Full-time,Hybrid,62,165,6989188287,Experience in project coordination,487
603,426,117,366,TRUE,2/26/2020,4/26/2020,Full-time,Hybrid,65,65,9610308232,Passion for tech and innovation,800
604,969,340,126,FALSE,5/31/2020,7/30/2020,Full-time,Offline,61,244,7699109644,Comfortable with remote collaboration tools,207
605,870,541,91,FALSE,2/25/2020,4/25/2020,Part-time,Online,90,100,6869094780,No prerequisites required,949
606,110,446,365,TRUE,02-09-2020,04-09-2020,Part-time,Hybrid,50,228,9313053659,Completion of Intro to Python course,615
607,572,371,533,FALSE,05-05-2020,07-04-2020,Self-paced,Offline,16,77,8702855590,Comfortable with remote collaboration tools,754
608,706,131,845,TRUE,2/28/2020,4/28/2020,Part-time,Offline,90,123,8820923246,Previous coursework in networking fundamentals,528
609,771,302,155,TRUE,6/27/2020,8/26/2020,Self-paced,Offline,20,35,6691961636,Awareness of marketing strategies,220
610,614,24,373,TRUE,1/13/2020,3/13/2020,Part-time,Online,98,164,6189399408,Completion of Intro to Python course,135
611,631,151,70,TRUE,3/17/2020,5/16/2020,Self-paced,Hybrid,28,177,6149436373,CSS,952
612,53,721,985,TRUE,1/20/2020,3/20/2020,Self-paced,Hybrid,92,206,7184590061,Passion for tech and innovation,566
613,882,819,935,FALSE,4/30/2020,6/29/2020,Self-paced,Hybrid,77,115,6443924154,Portfolio of design projects (for UI/UX),859
614,668,227,850,TRUE,04-05-2020,06-04-2020,Self-paced,Online,36,110,9689704898,Comfortable with remote collaboration tools,56
615,883,404,293,FALSE,04-01-2020,5/31/2020,Part-time,Offline,78,27,9412787858,CSS,671
616,434,208,628,FALSE,3/20/2020,5/19/2020,Full-time,Offline,73,59,7864452839,Strong communication skills,348
617,382,445,52,TRUE,02-10-2020,04-10-2020,Part-time,Offline,47,173,9866863931,Completion of Intro to Python course,686
618,698,878,809,FALSE,06-06-2020,08-05-2020,Self-paced,Online,13,92,6349765811,Bachelor's degree in a relevant field,996
619,454,438,868,TRUE,04-11-2020,06-10-2020,Self-paced,Hybrid,6,178,6866043908,Willingness to learn new technologies,709
620,283,29,144,FALSE,6/19/2020,8/18/2020,Self-paced,Hybrid,9,167,6179409166,Prior experience with Excel or spreadsheets,572
621,93,106,290,FALSE,1/21/2020,3/21/2020,Part-time,Hybrid,9,123,8461246641,Exposure to databases and SQL,591
622,998,224,934,TRUE,1/13/2020,3/13/2020,Full-time,Hybrid,85,25,7008160994,Prior experience with Excel or spreadsheets,358
623,908,322,642,FALSE,04-07-2020,06-06-2020,Self-paced,Hybrid,66,14,6673407495,No prerequisites required,504
624,534,495,910,FALSE,04-05-2020,06-04-2020,Self-paced,Hybrid,65,34,7818155837,Willingness to learn new technologies,373
625,304,160,303,FALSE,5/31/2020,7/30/2020,Full-time,Hybrid,60,61,6431005349,Willingness to learn new technologies,258
626,229,724,391,TRUE,1/17/2020,3/17/2020,Self-paced,Hybrid,29,148,9163158006,Passion for tech and innovation,931
627,415,210,919,FALSE,2/28/2020,4/28/2020,Full-time,Hybrid,71,225,9757252388,Bachelor's degree in a relevant field,736
628,73,907,651,TRUE,5/24/2020,7/23/2020,Full-time,Offline,61,165,9585670660,Strong communication skills,779
629,646,772,395,FALSE,4/15/2020,6/14/2020,Full-time,Offline,76,74,9439718206,Familiarity with cloud tools,11
630,522,992,627,TRUE,6/16/2020,8/15/2020,Full-time,Online,50,207,9069908959,Basic programming knowledge,901
631,667,850,724,FALSE,1/29/2020,3/29/2020,Part-time,Hybrid,10,123,6909659151,Familiarity with cloud tools,649
632,452,180,153,FALSE,5/14/2020,7/13/2020,Self-paced,Hybrid,14,17,6237333802,Previous coursework in networking fundamentals,190
633,559,607,485,FALSE,1/31/2020,3/31/2020,Full-time,Offline,17,209,9321381700,Basic programming knowledge,196
634,695,263,567,TRUE,4/13/2020,06-12-2020,Full-time,Online,49,84,7532054861,Completion of Intro to Python course,532
635,326,418,653,FALSE,05-11-2020,07-10-2020,Part-time,Online,25,48,6827689726,Comfortable with remote collaboration tools,877
636,547,194,360,TRUE,3/27/2020,5/26/2020,Full-time,Offline,87,201,6957112009,CSS,98
637,816,590,334,TRUE,06-12-2020,08-11-2020,Part-time,Hybrid,24,218,8687505883,Comfortable with remote collaboration tools,662
638,409,472,687,FALSE,1/28/2020,3/28/2020,Part-time,Hybrid,84,196,7025632225,Knowledge of HTML,15
639,851,596,281,TRUE,6/23/2020,8/22/2020,Part-time,Online,42,206,9959360402,Previous coursework in networking fundamentals,855
640,803,83,322,FALSE,1/28/2020,3/28/2020,Part-time,Offline,23,178,8028670697,Familiarity with cloud tools,194
641,694,527,578,FALSE,5/30/2020,7/29/2020,Self-paced,Hybrid,33,231,6745357869,Familiarity with Agile or Scrum methodologies,874
642,318,841,852,FALSE,02-02-2020,04-02-2020,Self-paced,Offline,47,204,6200744785,CSS,659
643,182,38,619,TRUE,4/23/2020,6/22/2020,Full-time,Online,61,42,9821492047,Willingness to learn new technologies,229
644,114,163,988,FALSE,1/25/2020,3/25/2020,Self-paced,Hybrid,59,143,9604479187,Familiarity with Agile or Scrum methodologies,655
645,761,364,771,FALSE,6/28/2020,8/27/2020,Part-time,Online,96,29,9869405265,Familiarity with Agile or Scrum methodologies,695
646,619,124,166,FALSE,4/13/2020,06-12-2020,Self-paced,Offline,86,18,6103840389,Bachelor's degree in a relevant field,814
647,357,120,239,FALSE,5/14/2020,7/13/2020,Self-paced,Online,75,16,9377384121,and JavaScript,209
648,494,217,212,TRUE,4/19/2020,6/18/2020,Part-time,Online,8,30,7857001761,Familiarity with Agile or Scrum methodologies,140
649,912,203,858,FALSE,2/24/2020,4/24/2020,Full-time,Online,21,51,8616396776,Prior experience with Excel or spreadsheets,511
650,241,249,947,FALSE,06-06-2020,08-05-2020,Self-paced,Hybrid,15,21,9164791300,Familiarity with Agile or Scrum methodologies,944
651,270,256,992,TRUE,4/13/2020,06-12-2020,Self-paced,Online,90,185,6671150356,Strong communication skills,28
652,236,66,11,FALSE,5/30/2020,7/29/2020,Part-time,Online,14,250,9839361865,Willingness to learn new technologies,959
653,728,482,177,FALSE,3/29/2020,5/28/2020,Full-time,Online,33,233,7195509338,Bachelor's degree in a relevant field,799
654,146,44,922,TRUE,1/19/2020,3/19/2020,Self-paced,Online,69,101,6529574332,Completion of Intro to Python course,521
655,528,847,475,FALSE,05-09-2020,07-08-2020,Part-time,Online,87,178,8385007290,Strong communication skills,339
656,44,832,301,FALSE,5/26/2020,7/25/2020,Full-time,Hybrid,18,166,8860551322,Familiarity with cloud tools,263
657,895,72,863,TRUE,2/14/2020,4/14/2020,Self-paced,Offline,21,245,6147504178,Portfolio of design projects (for UI/UX),71
658,867,198,637,TRUE,4/13/2020,06-12-2020,Full-time,Online,14,212,6618953933,Willingness to learn new technologies,928
659,384,247,942,TRUE,4/19/2020,6/18/2020,Part-time,Online,30,75,8179175051,No prerequisites required,7
660,240,86,866,TRUE,02-02-2020,04-02-2020,Part-time,Hybrid,23,148,7936452724,Willingness to learn new technologies,732
661,500,528,910,FALSE,6/20/2020,8/19/2020,Part-time,Hybrid,78,147,8687284281,Knowledge of HTML,150
662,792,805,257,FALSE,2/19/2020,4/19/2020,Full-time,Offline,14,119,6328783497,Portfolio of design projects (for UI/UX),460
663,572,71,255,FALSE,4/14/2020,6/13/2020,Self-paced,Hybrid,61,118,8289347754,Passion for tech and innovation,396
664,773,316,899,TRUE,04-03-2020,06-02-2020,Self-paced,Offline,63,250,7460605625,Basic programming knowledge,657
665,759,226,397,FALSE,4/20/2020,6/19/2020,Full-time,Hybrid,95,50,6957911751,Understanding of data structures and algorithms,964
666,139,699,312,FALSE,01-05-2020,03-05-2020,Full-time,Hybrid,40,57,6157979341,CSS,188
667,83,629,796,FALSE,06-01-2020,7/31/2020,Full-time,Offline,77,171,9576096296,Exposure to databases and SQL,638
668,882,475,465,TRUE,5/17/2020,7/16/2020,Part-time,Online,46,185,8406629689,Strong communication skills,632
669,22,512,490,TRUE,1/21/2020,3/21/2020,Full-time,Hybrid,92,230,6591742770,Willingness to learn new technologies,227
670,248,872,988,FALSE,6/24/2020,8/23/2020,Self-paced,Offline,11,117,6655382946,Basic understanding of machine learning concepts,710
671,803,638,421,FALSE,02-12-2020,04-12-2020,Self-paced,Offline,7,243,9482735160,Exposure to databases and SQL,683
672,522,936,466,FALSE,06-11-2020,08-10-2020,Full-time,Online,44,103,8102971465,Exposure to databases and SQL,237
673,133,537,899,TRUE,6/18/2020,8/17/2020,Full-time,Offline,98,61,7221973805,and JavaScript,928
674,458,218,525,FALSE,05-01-2020,6/30/2020,Full-time,Hybrid,55,245,8029068564,Basic programming knowledge,185
675,825,107,115,FALSE,06-10-2020,08-09-2020,Full-time,Online,64,161,6098721338,Interest in cybersecurity,228
676,494,66,996,TRUE,3/21/2020,5/20/2020,Full-time,Online,91,152,6796315325,Completion of Intro to Python course,985
677,894,568,680,FALSE,01-05-2020,03-05-2020,Part-time,Online,57,137,7490920401,Basic understanding of machine learning concepts,893
678,542,506,858,FALSE,4/24/2020,6/23/2020,Part-time,Online,6,151,6876647975,Understanding of data structures and algorithms,815
679,942,489,171,TRUE,06-02-2020,08-01-2020,Self-paced,Online,25,191,9550947868,No prerequisites required,70
680,127,923,711,TRUE,06-06-2020,08-05-2020,Full-time,Hybrid,10,243,6805994891,and JavaScript,566
