GTS_STATE_ID,GTS_STATE_NAME,GTS_STATE_DESCRIPTION,GTS_STATE_STATUS,GTS_COUNTRY_ID
760,Jalisco,Jalisco is known for mariachi music and tequila.,FALSE,30
761,Antioquia,Antioquia is home to the city of Medellín.,TRUE,24
762,Gauteng,Gauteng is South Africa's smallest but wealthiest province.,TRUE,16
763,Bavaria,Bavaria is a southeastern German state known for its culture.,TRUE,6
764,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,FALSE,17
765,New South Wales,New South Wales includes the city of Sydney.,FALSE,4
766,Tokyo Metropolis,Tokyo Metropolis is Japan's capital and most populous region.,FALSE,2
767,São Paulo,São Paulo is Brazil's most populous and economically powerful state.,FALSE,10
768,Stockholm County,Stockholm County includes Sweden's capital city.,TRUE,26
769,Riyadh Province,Riyadh Province includes the capital of Saudi Arabia.,TRUE,4
770,Istanbul Province,Istanbul Province includes the country's largest city.,FALSE,27
771,Île-de-France,"Île-de-France includes the capital city, Paris.",TRUE,4
772,California,California is a western U.S. state known for its tech hubs.,TRUE,5
773,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,TRUE,17
774,São Paulo,São Paulo is Brazil's most populous and economically powerful state.,FALSE,27
775,Stockholm County,Stockholm County includes Sweden's capital city.,FALSE,10
776,Bavaria,Bavaria is a southeastern German state known for its culture.,TRUE,11
777,Gyeonggi Province,Gyeonggi surrounds Seoul and is the most populous province.,TRUE,12
778,Selangor,Selangor is Malaysia's most developed and industrialized state.,FALSE,18
779,Île-de-France,"Île-de-France includes the capital city, Paris.",TRUE,15
780,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,TRUE,30
781,California,California is a western U.S. state known for its tech hubs.,FALSE,13
782,Metro Manila,Metro Manila is a metropolitan region and national capital.,TRUE,31
783,Ho Chi Minh City,Ho Chi Minh City is a major city and economic hub in Vietnam.,TRUE,30
784,Java,Java is Indonesia's most populous and politically important island.,TRUE,23
785,Maharashtra,"Maharashtra is home to Mumbai, India's financial capital.",TRUE,12
786,Buenos Aires Province,Buenos Aires Province surrounds the capital city.,TRUE,17
787,Bavaria,Bavaria is a southeastern German state known for its culture.,TRUE,4
788,Java,Java is Indonesia's most populous and politically important island.,FALSE,20
789,Guangdong,Guangdong is a coastal province and a manufacturing hub.,FALSE,14
790,Lagos,Lagos is a major Nigerian state and commercial hub.,FALSE,30
791,Antioquia,Antioquia is home to the city of Medellín.,TRUE,31
792,Selangor,Selangor is Malaysia's most developed and industrialized state.,FALSE,30
793,Moscow Oblast,Moscow Oblast surrounds the city of Moscow.,FALSE,28
794,Java,Java is Indonesia's most populous and politically important island.,FALSE,15
795,Buenos Aires Province,Buenos Aires Province surrounds the capital city.,TRUE,20
796,Moscow Oblast,Moscow Oblast surrounds the city of Moscow.,TRUE,6
797,Masovian Voivodeship,"Masovian Voivodeship includes Warsaw, the capital of Poland.",FALSE,21
798,Île-de-France,"Île-de-France includes the capital city, Paris.",TRUE,3
799,Maharashtra,"Maharashtra is home to Mumbai, India's financial capital.",TRUE,26
800,Cairo Governorate,Cairo Governorate contains the capital and largest city.,TRUE,22
801,New South Wales,New South Wales includes the city of Sydney.,FALSE,26
802,New South Wales,New South Wales includes the city of Sydney.,FALSE,2
803,Ho Chi Minh City,Ho Chi Minh City is a major city and economic hub in Vietnam.,FALSE,22
804,Catalonia,Catalonia is an autonomous community known for Barcelona.,TRUE,8
805,Selangor,Selangor is Malaysia's most developed and industrialized state.,FALSE,3
806,Antioquia,Antioquia is home to the city of Medellín.,FALSE,31
807,Moscow Oblast,Moscow Oblast surrounds the city of Moscow.,FALSE,18
808,Java,Java is Indonesia's most populous and politically important island.,FALSE,17
809,England,"England is the largest country in the UK, home to London.",TRUE,16
810,Ontario,Ontario is a central province known for Toronto and Ottawa.,FALSE,27
811,Lagos,Lagos is a major Nigerian state and commercial hub.,TRUE,6
812,Antioquia,Antioquia is home to the city of Medellín.,FALSE,3
813,Gauteng,Gauteng is South Africa's smallest but wealthiest province.,FALSE,5
814,Tokyo Metropolis,Tokyo Metropolis is Japan's capital and most populous region.,FALSE,1
815,Nairobi County,Nairobi County includes Kenya's capital and economic center.,TRUE,2
816,Selangor,Selangor is Malaysia's most developed and industrialized state.,TRUE,15
817,Ho Chi Minh City,Ho Chi Minh City is a major city and economic hub in Vietnam.,TRUE,23
818,Guangdong,Guangdong is a coastal province and a manufacturing hub.,TRUE,18
819,Metro Manila,Metro Manila is a metropolitan region and national capital.,FALSE,10
820,Stockholm County,Stockholm County includes Sweden's capital city.,FALSE,1
821,Metro Manila,Metro Manila is a metropolitan region and national capital.,TRUE,27
822,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,TRUE,5
823,Gyeonggi Province,Gyeonggi surrounds Seoul and is the most populous province.,TRUE,26
824,Stockholm County,Stockholm County includes Sweden's capital city.,TRUE,24
825,Lagos,Lagos is a major Nigerian state and commercial hub.,TRUE,27
826,Masovian Voivodeship,"Masovian Voivodeship includes Warsaw, the capital of Poland.",FALSE,29
827,England,"England is the largest country in the UK, home to London.",FALSE,6
828,Stockholm County,Stockholm County includes Sweden's capital city.,FALSE,6
829,California,California is a western U.S. state known for its tech hubs.,FALSE,25
830,Tokyo Metropolis,Tokyo Metropolis is Japan's capital and most populous region.,FALSE,4
831,England,"England is the largest country in the UK, home to London.",TRUE,30
832,Istanbul Province,Istanbul Province includes the country's largest city.,TRUE,2
833,Lombardy,Lombardy is Italy's wealthiest and most populous region.,TRUE,13
834,Ontario,Ontario is a central province known for Toronto and Ottawa.,FALSE,1
835,Gauteng,Gauteng is South Africa's smallest but wealthiest province.,FALSE,8
836,Jalisco,Jalisco is known for mariachi music and tequila.,FALSE,7
837,Cairo Governorate,Cairo Governorate contains the capital and largest city.,TRUE,9
838,Maharashtra,"Maharashtra is home to Mumbai, India's financial capital.",TRUE,26
839,Istanbul Province,Istanbul Province includes the country's largest city.,FALSE,23
840,Bavaria,Bavaria is a southeastern German state known for its culture.,TRUE,2
841,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,FALSE,26
842,Selangor,Selangor is Malaysia's most developed and industrialized state.,FALSE,16
843,New South Wales,New South Wales includes the city of Sydney.,TRUE,14
844,Masovian Voivodeship,"Masovian Voivodeship includes Warsaw, the capital of Poland.",TRUE,7
845,Selangor,Selangor is Malaysia's most developed and industrialized state.,TRUE,17
846,Metro Manila,Metro Manila is a metropolitan region and national capital.,FALSE,28
847,Lagos,Lagos is a major Nigerian state and commercial hub.,FALSE,16
848,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,TRUE,2
849,California,California is a western U.S. state known for its tech hubs.,TRUE,7
850,Guangdong,Guangdong is a coastal province and a manufacturing hub.,TRUE,9
851,Antioquia,Antioquia is home to the city of Medellín.,TRUE,17
852,Nairobi County,Nairobi County includes Kenya's capital and economic center.,TRUE,18
853,Java,Java is Indonesia's most populous and politically important island.,FALSE,16
854,Cairo Governorate,Cairo Governorate contains the capital and largest city.,TRUE,11
855,Masovian Voivodeship,"Masovian Voivodeship includes Warsaw, the capital of Poland.",FALSE,28
856,Lagos,Lagos is a major Nigerian state and commercial hub.,TRUE,29
857,England,"England is the largest country in the UK, home to London.",FALSE,16
858,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,TRUE,20
859,England,"England is the largest country in the UK, home to London.",FALSE,8
860,Bangkok,Bangkok is Thailand's capital and economic center.,FALSE,25
861,California,California is a western U.S. state known for its tech hubs.,TRUE,17
862,Java,Java is Indonesia's most populous and politically important island.,FALSE,7
863,Buenos Aires Province,Buenos Aires Province surrounds the capital city.,FALSE,21
864,Metro Manila,Metro Manila is a metropolitan region and national capital.,TRUE,11
865,Maharashtra,"Maharashtra is home to Mumbai, India's financial capital.",FALSE,31
866,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,FALSE,27
867,Ho Chi Minh City,Ho Chi Minh City is a major city and economic hub in Vietnam.,FALSE,10
868,Tokyo Metropolis,Tokyo Metropolis is Japan's capital and most populous region.,FALSE,8
869,Maharashtra,"Maharashtra is home to Mumbai, India's financial capital.",FALSE,20
870,Antioquia,Antioquia is home to the city of Medellín.,TRUE,3
871,Catalonia,Catalonia is an autonomous community known for Barcelona.,TRUE,3
872,Île-de-France,"Île-de-France includes the capital city, Paris.",TRUE,21
873,Istanbul Province,Istanbul Province includes the country's largest city.,FALSE,6
874,Bangkok,Bangkok is Thailand's capital and economic center.,FALSE,10
875,Metro Manila,Metro Manila is a metropolitan region and national capital.,TRUE,19
876,Gauteng,Gauteng is South Africa's smallest but wealthiest province.,FALSE,14
877,São Paulo,São Paulo is Brazil's most populous and economically powerful state.,FALSE,22
878,Tokyo Metropolis,Tokyo Metropolis is Japan's capital and most populous region.,TRUE,12
879,Lombardy,Lombardy is Italy's wealthiest and most populous region.,TRUE,6
880,England,"England is the largest country in the UK, home to London.",TRUE,3
881,Masovian Voivodeship,"Masovian Voivodeship includes Warsaw, the capital of Poland.",FALSE,4
882,Moscow Oblast,Moscow Oblast surrounds the city of Moscow.,FALSE,31
883,New South Wales,New South Wales includes the city of Sydney.,TRUE,11
884,Catalonia,Catalonia is an autonomous community known for Barcelona.,TRUE,20
885,Riyadh Province,Riyadh Province includes the capital of Saudi Arabia.,FALSE,23
886,Masovian Voivodeship,"Masovian Voivodeship includes Warsaw, the capital of Poland.",FALSE,20
887,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,2
888,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,6
889,Gyeonggi Province,Gyeonggi surrounds Seoul and is the most populous province.,FALSE,16
890,Maharashtra,"Maharashtra is home to Mumbai, India's financial capital.",FALSE,18
891,Île-de-France,"Île-de-France includes the capital city, Paris.",FALSE,29
892,Gauteng,Gauteng is South Africa's smallest but wealthiest province.,FALSE,13
893,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,13
894,New South Wales,New South Wales includes the city of Sydney.,TRUE,12
895,Lombardy,Lombardy is Italy's wealthiest and most populous region.,TRUE,9
896,Lombardy,Lombardy is Italy's wealthiest and most populous region.,TRUE,10
897,Lagos,Lagos is a major Nigerian state and commercial hub.,FALSE,10
898,Ho Chi Minh City,Ho Chi Minh City is a major city and economic hub in Vietnam.,TRUE,10
899,Maharashtra,"Maharashtra is home to Mumbai, India's financial capital.",FALSE,19
900,California,California is a western U.S. state known for its tech hubs.,FALSE,16
901,Ontario,Ontario is a central province known for Toronto and Ottawa.,FALSE,7
902,Lombardy,Lombardy is Italy's wealthiest and most populous region.,TRUE,12
903,Java,Java is Indonesia's most populous and politically important island.,TRUE,27
904,Bavaria,Bavaria is a southeastern German state known for its culture.,FALSE,19
905,Gyeonggi Province,Gyeonggi surrounds Seoul and is the most populous province.,TRUE,3
906,New South Wales,New South Wales includes the city of Sydney.,FALSE,4
907,Antioquia,Antioquia is home to the city of Medellín.,FALSE,25
908,Cairo Governorate,Cairo Governorate contains the capital and largest city.,FALSE,23
909,Ho Chi Minh City,Ho Chi Minh City is a major city and economic hub in Vietnam.,FALSE,30
910,Bangkok,Bangkok is Thailand's capital and economic center.,FALSE,8
911,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,FALSE,9
912,Cairo Governorate,Cairo Governorate contains the capital and largest city.,TRUE,2
913,Istanbul Province,Istanbul Province includes the country's largest city.,TRUE,15
914,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,FALSE,8
915,Buenos Aires Province,Buenos Aires Province surrounds the capital city.,TRUE,10
916,Lombardy,Lombardy is Italy's wealthiest and most populous region.,TRUE,7
917,Guangdong,Guangdong is a coastal province and a manufacturing hub.,TRUE,14
918,Riyadh Province,Riyadh Province includes the capital of Saudi Arabia.,TRUE,19
919,Moscow Oblast,Moscow Oblast surrounds the city of Moscow.,FALSE,3
920,Jalisco,Jalisco is known for mariachi music and tequila.,FALSE,16
921,Ontario,Ontario is a central province known for Toronto and Ottawa.,FALSE,7
922,Gyeonggi Province,Gyeonggi surrounds Seoul and is the most populous province.,FALSE,18
923,Istanbul Province,Istanbul Province includes the country's largest city.,FALSE,15
924,Lombardy,Lombardy is Italy's wealthiest and most populous region.,FALSE,20
925,Tokyo Metropolis,Tokyo Metropolis is Japan's capital and most populous region.,FALSE,26
926,England,"England is the largest country in the UK, home to London.",FALSE,14
927,Stockholm County,Stockholm County includes Sweden's capital city.,FALSE,4
928,Île-de-France,"Île-de-France includes the capital city, Paris.",TRUE,29
929,California,California is a western U.S. state known for its tech hubs.,FALSE,20
930,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,8
931,Lombardy,Lombardy is Italy's wealthiest and most populous region.,FALSE,27
932,Punjab,Punjab is Pakistan's most populous and agriculturally rich province.,FALSE,21
933,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,13
934,Antioquia,Antioquia is home to the city of Medellín.,FALSE,4
935,São Paulo,São Paulo is Brazil's most populous and economically powerful state.,TRUE,9
936,Île-de-France,"Île-de-France includes the capital city, Paris.",TRUE,20
937,Tokyo Metropolis,Tokyo Metropolis is Japan's capital and most populous region.,TRUE,17
938,Ontario,Ontario is a central province known for Toronto and Ottawa.,FALSE,13
939,Lagos,Lagos is a major Nigerian state and commercial hub.,FALSE,7
940,Gauteng,Gauteng is South Africa's smallest but wealthiest province.,TRUE,10
941,Bavaria,Bavaria is a southeastern German state known for its culture.,FALSE,19
942,Ho Chi Minh City,Ho Chi Minh City is a major city and economic hub in Vietnam.,FALSE,24
943,England,"England is the largest country in the UK, home to London.",TRUE,9
944,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,22
945,Tokyo Metropolis,Tokyo Metropolis is Japan's capital and most populous region.,FALSE,8
946,Gyeonggi Province,Gyeonggi surrounds Seoul and is the most populous province.,TRUE,31
947,Île-de-France,"Île-de-France includes the capital city, Paris.",FALSE,18
948,Stockholm County,Stockholm County includes Sweden's capital city.,FALSE,7
949,Selangor,Selangor is Malaysia's most developed and industrialized state.,FALSE,16
950,New South Wales,New South Wales includes the city of Sydney.,TRUE,9
951,New South Wales,New South Wales includes the city of Sydney.,FALSE,12
952,Selangor,Selangor is Malaysia's most developed and industrialized state.,TRUE,21
953,Île-de-France,"Île-de-France includes the capital city, Paris.",TRUE,24
954,Stockholm County,Stockholm County includes Sweden's capital city.,FALSE,18
955,São Paulo,São Paulo is Brazil's most populous and economically powerful state.,TRUE,9
956,New South Wales,New South Wales includes the city of Sydney.,FALSE,13
957,Antioquia,Antioquia is home to the city of Medellín.,TRUE,20
958,Metro Manila,Metro Manila is a metropolitan region and national capital.,TRUE,16
959,Bavaria,Bavaria is a southeastern German state known for its culture.,TRUE,29
960,São Paulo,São Paulo is Brazil's most populous and economically powerful state.,TRUE,1
961,California,California is a western U.S. state known for its tech hubs.,TRUE,25
962,England,"England is the largest country in the UK, home to London.",TRUE,9
963,New South Wales,New South Wales includes the city of Sydney.,FALSE,10
964,Riyadh Province,Riyadh Province includes the capital of Saudi Arabia.,TRUE,12
965,Bavaria,Bavaria is a southeastern German state known for its culture.,TRUE,14
966,Istanbul Province,Istanbul Province includes the country's largest city.,TRUE,5
967,Cairo Governorate,Cairo Governorate contains the capital and largest city.,TRUE,18
968,California,California is a western U.S. state known for its tech hubs.,FALSE,19
969,Guangdong,Guangdong is a coastal province and a manufacturing hub.,FALSE,30
970,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,12
971,Riyadh Province,Riyadh Province includes the capital of Saudi Arabia.,TRUE,10
972,England,"England is the largest country in the UK, home to London.",FALSE,23
973,Riyadh Province,Riyadh Province includes the capital of Saudi Arabia.,FALSE,26
974,Bavaria,Bavaria is a southeastern German state known for its culture.,FALSE,16
975,Lombardy,Lombardy is Italy's wealthiest and most populous region.,FALSE,21
976,Istanbul Province,Istanbul Province includes the country's largest city.,TRUE,29
977,Lombardy,Lombardy is Italy's wealthiest and most populous region.,TRUE,20
978,Stockholm County,Stockholm County includes Sweden's capital city.,FALSE,30
979,Riyadh Province,Riyadh Province includes the capital of Saudi Arabia.,TRUE,12
980,São Paulo,São Paulo is Brazil's most populous and economically powerful state.,FALSE,7
981,Catalonia,Catalonia is an autonomous community known for Barcelona.,FALSE,19
982,Catalonia,Catalonia is an autonomous community known for Barcelona.,TRUE,19
983,Gyeonggi Province,Gyeonggi surrounds Seoul and is the most populous province.,TRUE,27
984,Bavaria,Bavaria is a southeastern German state known for its culture.,TRUE,9
985,Guangdong,Guangdong is a coastal province and a manufacturing hub.,FALSE,26
986,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,7
987,Moscow Oblast,Moscow Oblast surrounds the city of Moscow.,FALSE,24
988,Lagos,Lagos is a major Nigerian state and commercial hub.,FALSE,26
989,California,California is a western U.S. state known for its tech hubs.,TRUE,21
990,Ho Chi Minh City,Ho Chi Minh City is a major city and economic hub in Vietnam.,FALSE,16
991,Jalisco,Jalisco is known for mariachi music and tequila.,TRUE,4
992,Selangor,Selangor is Malaysia's most developed and industrialized state.,TRUE,29
993,Buenos Aires Province,Buenos Aires Province surrounds the capital city.,FALSE,12
994,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,19
995,Bavaria,Bavaria is a southeastern German state known for its culture.,FALSE,20
996,Metro Manila,Metro Manila is a metropolitan region and national capital.,FALSE,23
997,Ontario,Ontario is a central province known for Toronto and Ottawa.,TRUE,21
998,Catalonia,Catalonia is an autonomous community known for Barcelona.,FALSE,7
999,Lombardy,Lombardy is Italy's wealthiest and most populous region.,FALSE,28
1000,Gyeonggi Province,Gyeonggi surrounds Seoul and is the most populous province.,TRUE,23
