GTS_JOB_APPLICATION_ID,GTS_APPLIED_JOB_ID,GTS_JOB_APPLICATION_DATE,GTS_APPLICANT_ID,GTS_APPLICANT_PROPOSAL,GTS_JOB_APPLICATION_STATUS,GTS_JOB_APPLICATION_UPDATED_DATE,GTS_JOB_APPLICATION_IS_ACTIVE,GTS_JOB_REVIEWED_DATE,GTS_JOB_SHORTLISTED_DATE,GTS_JOB_PROPOSED_FOR_INTERVIEW_DATE,GTS_JOB_REJECTED_DATE,GTS_JOB_SELECTED_DATE,GTS_JOB_OFFERED_DATE,IS_FRAUD_JOB
357,303,2/19/2025,93,I am eager to contribute my skills to this role.,Rejected,2/19/2025,FALSE,2/19/2025,2/19/2025,2/19/2025,2/19/2025,,,FALSE
358,734,10-03-2024,670,I am eager to contribute my skills to this role.,Rejected,10-03-2024,FALSE,10-03-2024,10-03-2024,10-03-2024,10-03-2024,,,FALSE
359,918,10-04-2024,736,I am passionate about this role and ready to make an impact.,Pending,10-04-2024,TRUE,,,,,,,FALSE
360,401,12/30/2023,310,"With my background, I believe I am a strong fit for this position.",Selected,12/30/2023,FALSE,12/30/2023,12/30/2023,12/30/2023,,12/30/2023,,FALSE
361,424,3/15/2023,973,I am passionate about this role and ready to make an impact.,Reviewed,3/15/2023,TRUE,3/15/2023,,,,,,FALSE
362,289,05-05-2024,22,I am passionate about this role and ready to make an impact.,Selected,05-05-2024,TRUE,05-05-2024,05-05-2024,05-05-2024,,05-05-2024,,FALSE
363,609,12-09-2024,723,I am passionate about this role and ready to make an impact.,Offered,12-09-2024,TRUE,12-09-2024,12-09-2024,12-09-2024,,12-09-2024,12-09-2024,FALSE
364,529,4/23/2024,555,"With my background, I believe I am a strong fit for this position.",Selected,4/23/2024,TRUE,4/23/2024,4/23/2024,4/23/2024,,4/23/2024,,FALSE
365,427,4/30/2023,811,I am eager to contribute my skills to this role.,Rejected,4/30/2023,FALSE,4/30/2023,4/30/2023,4/30/2023,4/30/2023,,,FALSE
366,675,10/20/2024,297,I am eager to contribute my skills to this role.,Pending,10/20/2024,TRUE,,,,,,,FALSE
367,524,8/28/2023,476,I am eager to contribute my skills to this role.,Reviewed,8/28/2023,TRUE,8/28/2023,,,,,,FALSE
368,900,04-05-2025,603,"With my background, I believe I am a strong fit for this position.",Pending,04-05-2025,TRUE,,,,,,,FALSE
369,670,03-01-2025,255,"With my background, I believe I am a strong fit for this position.",Pending,03-01-2025,TRUE,,,,,,,FALSE
370,200,4/30/2023,376,I am passionate about this role and ready to make an impact.,Offered,4/30/2023,TRUE,4/30/2023,4/30/2023,4/30/2023,,4/30/2023,4/30/2023,FALSE
371,569,10-05-2023,307,Looking forward to bringing my expertise to your organization.,Selected,10-05-2023,TRUE,10-05-2023,10-05-2023,10-05-2023,,10-05-2023,,FALSE
372,521,02-12-2025,392,I am passionate about this role and ready to make an impact.,Interview Proposed,02-12-2025,TRUE,02-12-2025,02-12-2025,02-12-2025,,,,TRUE
373,98,5/14/2024,811,I am eager to contribute my skills to this role.,Offered,5/14/2024,TRUE,5/14/2024,5/14/2024,5/14/2024,,5/14/2024,5/14/2024,FALSE
374,389,01-12-2023,301,I am passionate about this role and ready to make an impact.,Offered,01-12-2023,TRUE,01-12-2023,01-12-2023,01-12-2023,,01-12-2023,01-12-2023,FALSE
375,562,7/14/2024,768,I am eager to contribute my skills to this role.,Interview Proposed,7/14/2024,FALSE,7/14/2024,7/14/2024,7/14/2024,,,,FALSE
376,3,11/13/2024,468,Looking forward to bringing my expertise to your organization.,Reviewed,11/13/2024,TRUE,11/13/2024,,,,,,TRUE
377,50,6/23/2023,80,Looking forward to bringing my expertise to your organization.,Reviewed,6/23/2023,TRUE,6/23/2023,,,,,,FALSE
378,392,1/25/2024,286,I am passionate about this role and ready to make an impact.,Rejected,1/25/2024,TRUE,1/25/2024,1/25/2024,1/25/2024,1/25/2024,,,FALSE
379,506,2/19/2023,299,Looking forward to bringing my expertise to your organization.,Reviewed,2/19/2023,FALSE,2/19/2023,,,,,,FALSE
380,280,10/20/2024,526,Looking forward to bringing my expertise to your organization.,Interview Proposed,10/20/2024,TRUE,10/20/2024,10/20/2024,10/20/2024,,,,FALSE
381,982,3/15/2023,659,I am passionate about this role and ready to make an impact.,Interview Proposed,3/15/2023,TRUE,3/15/2023,3/15/2023,3/15/2023,,,,FALSE
382,929,2/27/2023,445,I am eager to contribute my skills to this role.,Reviewed,2/27/2023,TRUE,2/27/2023,,,,,,FALSE
383,322,04-12-2024,240,I am passionate about this role and ready to make an impact.,Pending,04-12-2024,TRUE,,,,,,,FALSE
384,128,11-11-2023,424,I am passionate about this role and ready to make an impact.,Shortlisted,11-11-2023,FALSE,11-11-2023,11-11-2023,,,,,FALSE
385,885,12/23/2023,936,Looking forward to bringing my expertise to your organization.,Rejected,12/23/2023,TRUE,12/23/2023,12/23/2023,12/23/2023,12/23/2023,,,FALSE
386,901,07-04-2023,93,Looking forward to bringing my expertise to your organization.,Rejected,07-04-2023,FALSE,07-04-2023,07-04-2023,07-04-2023,07-04-2023,,,FALSE
387,495,3/18/2024,286,"With my background, I believe I am a strong fit for this position.",Reviewed,3/18/2024,FALSE,3/18/2024,,,,,,FALSE
388,757,08-03-2024,204,I am eager to contribute my skills to this role.,Pending,08-03-2024,TRUE,,,,,,,FALSE
389,563,12-10-2023,520,Looking forward to bringing my expertise to your organization.,Shortlisted,12-10-2023,FALSE,12-10-2023,12-10-2023,,,,,FALSE
390,273,05-07-2023,895,I am passionate about this role and ready to make an impact.,Shortlisted,05-07-2023,FALSE,05-07-2023,05-07-2023,,,,,FALSE
391,530,12/28/2023,368,"With my background, I believe I am a strong fit for this position.",Selected,12/28/2023,FALSE,12/28/2023,12/28/2023,12/28/2023,,12/28/2023,,FALSE
392,734,9/27/2024,280,I am eager to contribute my skills to this role.,Reviewed,9/27/2024,FALSE,9/27/2024,,,,,,FALSE
393,869,4/23/2023,890,Looking forward to bringing my expertise to your organization.,Selected,4/23/2023,TRUE,4/23/2023,4/23/2023,4/23/2023,,4/23/2023,,FALSE
394,824,3/23/2025,516,Looking forward to bringing my expertise to your organization.,Pending,3/23/2025,FALSE,,,,,,,FALSE
395,435,07-11-2024,6,I am passionate about this role and ready to make an impact.,Offered,07-11-2024,TRUE,07-11-2024,07-11-2024,07-11-2024,,07-11-2024,07-11-2024,TRUE
396,72,3/29/2024,195,I am eager to contribute my skills to this role.,Shortlisted,3/29/2024,FALSE,3/29/2024,3/29/2024,,,,,FALSE
397,405,4/28/2023,596,I am eager to contribute my skills to this role.,Offered,4/28/2023,FALSE,4/28/2023,4/28/2023,4/28/2023,,4/28/2023,4/28/2023,FALSE
398,561,12/17/2023,481,I am passionate about this role and ready to make an impact.,Selected,12/17/2023,TRUE,12/17/2023,12/17/2023,12/17/2023,,12/17/2023,,FALSE
399,18,7/29/2024,860,I am eager to contribute my skills to this role.,Shortlisted,7/29/2024,TRUE,7/29/2024,7/29/2024,,,,,FALSE
400,677,04-09-2024,751,I am passionate about this role and ready to make an impact.,Shortlisted,04-09-2024,FALSE,04-09-2024,04-09-2024,,,,,TRUE
401,510,08-06-2023,383,"With my background, I believe I am a strong fit for this position.",Shortlisted,08-06-2023,FALSE,08-06-2023,08-06-2023,,,,,FALSE
402,413,7/19/2023,778,I am eager to contribute my skills to this role.,Rejected,7/19/2023,TRUE,7/19/2023,7/19/2023,7/19/2023,7/19/2023,,,FALSE
403,179,06-04-2024,253,"With my background, I believe I am a strong fit for this position.",Selected,06-04-2024,TRUE,06-04-2024,06-04-2024,06-04-2024,,06-04-2024,,TRUE
404,938,8/30/2024,130,Looking forward to bringing my expertise to your organization.,Selected,8/30/2024,TRUE,8/30/2024,8/30/2024,8/30/2024,,8/30/2024,,TRUE
405,162,3/15/2023,934,I am eager to contribute my skills to this role.,Shortlisted,3/15/2023,TRUE,3/15/2023,3/15/2023,,,,,TRUE
406,965,3/27/2023,862,"With my background, I believe I am a strong fit for this position.",Rejected,3/27/2023,TRUE,3/27/2023,3/27/2023,3/27/2023,3/27/2023,,,FALSE
407,381,02-12-2023,396,"With my background, I believe I am a strong fit for this position.",Offered,02-12-2023,TRUE,02-12-2023,02-12-2023,02-12-2023,,02-12-2023,02-12-2023,FALSE
408,671,6/18/2024,932,Looking forward to bringing my expertise to your organization.,Selected,6/18/2024,FALSE,6/18/2024,6/18/2024,6/18/2024,,6/18/2024,,FALSE
409,424,12-06-2023,602,Looking forward to bringing my expertise to your organization.,Selected,12-06-2023,TRUE,12-06-2023,12-06-2023,12-06-2023,,12-06-2023,,FALSE
410,254,07-11-2024,667,"With my background, I believe I am a strong fit for this position.",Shortlisted,07-11-2024,TRUE,07-11-2024,07-11-2024,,,,,FALSE
411,181,2/24/2023,739,Looking forward to bringing my expertise to your organization.,Selected,2/24/2023,FALSE,2/24/2023,2/24/2023,2/24/2023,,2/24/2023,,FALSE
412,231,6/17/2024,206,"With my background, I believe I am a strong fit for this position.",Reviewed,6/17/2024,FALSE,6/17/2024,,,,,,FALSE
413,144,8/25/2023,466,"With my background, I believe I am a strong fit for this position.",Pending,8/25/2023,TRUE,,,,,,,FALSE
414,550,4/18/2023,2,I am eager to contribute my skills to this role.,Shortlisted,4/18/2023,TRUE,4/18/2023,4/18/2023,,,,,FALSE
415,786,04-08-2024,984,I am eager to contribute my skills to this role.,Offered,04-08-2024,TRUE,04-08-2024,04-08-2024,04-08-2024,,04-08-2024,04-08-2024,TRUE
416,13,12-10-2023,624,Looking forward to bringing my expertise to your organization.,Rejected,12-10-2023,TRUE,12-10-2023,12-10-2023,12-10-2023,12-10-2023,,,FALSE
417,269,01-06-2024,341,I am passionate about this role and ready to make an impact.,Interview Proposed,01-06-2024,TRUE,01-06-2024,01-06-2024,01-06-2024,,,,FALSE
418,420,08-04-2023,290,Looking forward to bringing my expertise to your organization.,Offered,08-04-2023,FALSE,08-04-2023,08-04-2023,08-04-2023,,08-04-2023,08-04-2023,FALSE
419,841,01-06-2025,35,Looking forward to bringing my expertise to your organization.,Interview Proposed,01-06-2025,TRUE,01-06-2025,01-06-2025,01-06-2025,,,,FALSE
420,861,06-10-2023,793,I am eager to contribute my skills to this role.,Shortlisted,06-10-2023,TRUE,06-10-2023,06-10-2023,,,,,FALSE
421,147,11/24/2023,768,I am passionate about this role and ready to make an impact.,Shortlisted,11/24/2023,TRUE,11/24/2023,11/24/2023,,,,,FALSE
422,687,12/29/2024,284,I am eager to contribute my skills to this role.,Offered,12/29/2024,TRUE,12/29/2024,12/29/2024,12/29/2024,,12/29/2024,12/29/2024,FALSE
423,757,07-06-2023,677,I am eager to contribute my skills to this role.,Shortlisted,07-06-2023,TRUE,07-06-2023,07-06-2023,,,,,FALSE
424,847,4/24/2023,408,Looking forward to bringing my expertise to your organization.,Reviewed,4/24/2023,TRUE,4/24/2023,,,,,,FALSE
425,712,4/21/2025,798,Looking forward to bringing my expertise to your organization.,Reviewed,4/21/2025,FALSE,4/21/2025,,,,,,FALSE
426,101,11/20/2023,177,"With my background, I believe I am a strong fit for this position.",Selected,11/20/2023,TRUE,11/20/2023,11/20/2023,11/20/2023,,11/20/2023,,FALSE
427,278,12-08-2023,479,I am passionate about this role and ready to make an impact.,Interview Proposed,12-08-2023,TRUE,12-08-2023,12-08-2023,12-08-2023,,,,FALSE
428,586,4/14/2023,995,I am passionate about this role and ready to make an impact.,Offered,4/14/2023,TRUE,4/14/2023,4/14/2023,4/14/2023,,4/14/2023,4/14/2023,FALSE
429,868,11/24/2023,936,"With my background, I believe I am a strong fit for this position.",Shortlisted,11/24/2023,FALSE,11/24/2023,11/24/2023,,,,,FALSE
430,137,11/28/2024,197,I am passionate about this role and ready to make an impact.,Pending,11/28/2024,FALSE,,,,,,,FALSE
431,500,10-07-2024,800,I am passionate about this role and ready to make an impact.,Pending,10-07-2024,TRUE,,,,,,,FALSE
432,855,2/21/2024,931,I am passionate about this role and ready to make an impact.,Pending,2/21/2024,TRUE,,,,,,,FALSE
433,753,02-12-2024,188,I am passionate about this role and ready to make an impact.,Interview Proposed,02-12-2024,TRUE,02-12-2024,02-12-2024,02-12-2024,,,,FALSE
434,373,10-05-2023,743,I am eager to contribute my skills to this role.,Offered,10-05-2023,TRUE,10-05-2023,10-05-2023,10-05-2023,,10-05-2023,10-05-2023,FALSE
435,561,12-08-2024,821,I am passionate about this role and ready to make an impact.,Pending,12-08-2024,FALSE,,,,,,,FALSE
436,56,09-11-2023,949,I am passionate about this role and ready to make an impact.,Shortlisted,09-11-2023,TRUE,09-11-2023,09-11-2023,,,,,FALSE
437,115,1/18/2023,99,"With my background, I believe I am a strong fit for this position.",Rejected,1/18/2023,TRUE,1/18/2023,1/18/2023,1/18/2023,1/18/2023,,,FALSE
438,831,05-03-2023,315,"With my background, I believe I am a strong fit for this position.",Shortlisted,05-03-2023,TRUE,05-03-2023,05-03-2023,,,,,FALSE
439,776,2/25/2025,724,I am passionate about this role and ready to make an impact.,Shortlisted,2/25/2025,TRUE,2/25/2025,2/25/2025,,,,,FALSE
440,264,2/25/2023,35,I am passionate about this role and ready to make an impact.,Reviewed,2/25/2023,TRUE,2/25/2023,,,,,,FALSE
441,700,1/20/2023,17,I am eager to contribute my skills to this role.,Rejected,1/20/2023,TRUE,1/20/2023,1/20/2023,1/20/2023,1/20/2023,,,TRUE
442,458,12-04-2024,122,I am eager to contribute my skills to this role.,Rejected,12-04-2024,TRUE,12-04-2024,12-04-2024,12-04-2024,12-04-2024,,,FALSE
443,736,12-04-2023,533,I am passionate about this role and ready to make an impact.,Rejected,12-04-2023,TRUE,12-04-2023,12-04-2023,12-04-2023,12-04-2023,,,FALSE
444,883,07-06-2024,827,Looking forward to bringing my expertise to your organization.,Selected,07-06-2024,TRUE,07-06-2024,07-06-2024,07-06-2024,,07-06-2024,,FALSE
445,581,6/16/2024,726,"With my background, I believe I am a strong fit for this position.",Shortlisted,6/16/2024,TRUE,6/16/2024,6/16/2024,,,,,FALSE
446,572,08-06-2024,254,I am passionate about this role and ready to make an impact.,Offered,08-06-2024,TRUE,08-06-2024,08-06-2024,08-06-2024,,08-06-2024,08-06-2024,FALSE
447,322,3/25/2023,394,"With my background, I believe I am a strong fit for this position.",Reviewed,3/25/2023,FALSE,3/25/2023,,,,,,FALSE
448,358,2/23/2024,287,"With my background, I believe I am a strong fit for this position.",Selected,2/23/2024,TRUE,2/23/2024,2/23/2024,2/23/2024,,2/23/2024,,FALSE
449,864,7/19/2024,890,"With my background, I believe I am a strong fit for this position.",Pending,7/19/2024,FALSE,,,,,,,FALSE
450,29,03-10-2023,837,Looking forward to bringing my expertise to your organization.,Interview Proposed,03-10-2023,TRUE,03-10-2023,03-10-2023,03-10-2023,,,,FALSE
451,739,04-10-2024,689,I am passionate about this role and ready to make an impact.,Interview Proposed,04-10-2024,TRUE,04-10-2024,04-10-2024,04-10-2024,,,,FALSE
452,190,3/24/2025,264,I am passionate about this role and ready to make an impact.,Pending,3/24/2025,FALSE,,,,,,,FALSE
453,675,9/30/2023,648,Looking forward to bringing my expertise to your organization.,Pending,9/30/2023,TRUE,,,,,,,FALSE
454,11,1/17/2024,60,I am eager to contribute my skills to this role.,Selected,1/17/2024,FALSE,1/17/2024,1/17/2024,1/17/2024,,1/17/2024,,FALSE
455,454,7/27/2023,63,I am eager to contribute my skills to this role.,Offered,7/27/2023,TRUE,7/27/2023,7/27/2023,7/27/2023,,7/27/2023,7/27/2023,TRUE
456,749,5/20/2023,694,"With my background, I believe I am a strong fit for this position.",Rejected,5/20/2023,FALSE,5/20/2023,5/20/2023,5/20/2023,5/20/2023,,,FALSE
457,108,12/29/2024,212,I am eager to contribute my skills to this role.,Selected,12/29/2024,FALSE,12/29/2024,12/29/2024,12/29/2024,,12/29/2024,,FALSE
458,428,12-02-2024,802,"With my background, I believe I am a strong fit for this position.",Interview Proposed,12-02-2024,TRUE,12-02-2024,12-02-2024,12-02-2024,,,,FALSE
459,557,2/20/2025,970,Looking forward to bringing my expertise to your organization.,Pending,2/20/2025,FALSE,,,,,,,FALSE
460,840,1/16/2023,165,"With my background, I believe I am a strong fit for this position.",Shortlisted,1/16/2023,FALSE,1/16/2023,1/16/2023,,,,,FALSE
461,225,07-07-2024,131,"With my background, I believe I am a strong fit for this position.",Interview Proposed,07-07-2024,TRUE,07-07-2024,07-07-2024,07-07-2024,,,,FALSE
462,153,2/17/2025,263,I am eager to contribute my skills to this role.,Offered,2/17/2025,TRUE,2/17/2025,2/17/2025,2/17/2025,,2/17/2025,2/17/2025,FALSE
463,259,3/14/2024,860,I am eager to contribute my skills to this role.,Reviewed,3/14/2024,TRUE,3/14/2024,,,,,,FALSE
464,243,02-03-2025,73,I am eager to contribute my skills to this role.,Shortlisted,02-03-2025,TRUE,02-03-2025,02-03-2025,,,,,FALSE
465,23,1/24/2025,561,I am passionate about this role and ready to make an impact.,Reviewed,1/24/2025,TRUE,1/24/2025,,,,,,FALSE
466,706,9/14/2024,251,"With my background, I believe I am a strong fit for this position.",Selected,9/14/2024,TRUE,9/14/2024,9/14/2024,9/14/2024,,9/14/2024,,FALSE
467,162,8/22/2024,901,I am passionate about this role and ready to make an impact.,Rejected,8/22/2024,TRUE,8/22/2024,8/22/2024,8/22/2024,8/22/2024,,,TRUE
468,293,02-06-2024,194,I am eager to contribute my skills to this role.,Interview Proposed,02-06-2024,FALSE,02-06-2024,02-06-2024,02-06-2024,,,,TRUE
469,280,5/29/2023,417,I am passionate about this role and ready to make an impact.,Offered,5/29/2023,TRUE,5/29/2023,5/29/2023,5/29/2023,,5/29/2023,5/29/2023,FALSE
470,989,04-01-2025,400,I am eager to contribute my skills to this role.,Offered,04-01-2025,FALSE,04-01-2025,04-01-2025,04-01-2025,,04-01-2025,04-01-2025,FALSE
471,522,11/25/2023,395,Looking forward to bringing my expertise to your organization.,Rejected,11/25/2023,TRUE,11/25/2023,11/25/2023,11/25/2023,11/25/2023,,,FALSE
472,22,1/27/2023,13,I am passionate about this role and ready to make an impact.,Reviewed,1/27/2023,TRUE,1/27/2023,,,,,,FALSE
473,8,4/18/2024,656,I am passionate about this role and ready to make an impact.,Offered,4/18/2024,FALSE,4/18/2024,4/18/2024,4/18/2024,,4/18/2024,4/18/2024,FALSE
474,326,03-07-2023,346,Looking forward to bringing my expertise to your organization.,Interview Proposed,03-07-2023,FALSE,03-07-2023,03-07-2023,03-07-2023,,,,FALSE
475,843,06-03-2023,419,I am eager to contribute my skills to this role.,Selected,06-03-2023,TRUE,06-03-2023,06-03-2023,06-03-2023,,06-03-2023,,FALSE
476,849,04-04-2024,561,Looking forward to bringing my expertise to your organization.,Interview Proposed,04-04-2024,FALSE,04-04-2024,04-04-2024,04-04-2024,,,,TRUE
477,506,11-04-2023,187,"With my background, I believe I am a strong fit for this position.",Selected,11-04-2023,TRUE,11-04-2023,11-04-2023,11-04-2023,,11-04-2023,,FALSE
478,992,12-09-2023,625,I am eager to contribute my skills to this role.,Interview Proposed,12-09-2023,FALSE,12-09-2023,12-09-2023,12-09-2023,,,,FALSE
479,270,9/25/2024,155,"With my background, I believe I am a strong fit for this position.",Selected,9/25/2024,TRUE,9/25/2024,9/25/2024,9/25/2024,,9/25/2024,,FALSE
480,530,10-08-2024,58,I am passionate about this role and ready to make an impact.,Offered,10-08-2024,FALSE,10-08-2024,10-08-2024,10-08-2024,,10-08-2024,10-08-2024,FALSE
481,537,02-07-2025,797,Looking forward to bringing my expertise to your organization.,Shortlisted,02-07-2025,FALSE,02-07-2025,02-07-2025,,,,,FALSE
482,235,03-09-2025,202,Looking forward to bringing my expertise to your organization.,Reviewed,03-09-2025,TRUE,03-09-2025,,,,,,FALSE
483,18,1/28/2025,393,Looking forward to bringing my expertise to your organization.,Selected,1/28/2025,TRUE,1/28/2025,1/28/2025,1/28/2025,,1/28/2025,,FALSE
484,482,8/17/2023,246,Looking forward to bringing my expertise to your organization.,Shortlisted,8/17/2023,TRUE,8/17/2023,8/17/2023,,,,,FALSE
485,763,11-09-2024,290,I am passionate about this role and ready to make an impact.,Shortlisted,11-09-2024,FALSE,11-09-2024,11-09-2024,,,,,FALSE
486,829,01-04-2024,544,I am eager to contribute my skills to this role.,Shortlisted,01-04-2024,TRUE,01-04-2024,01-04-2024,,,,,FALSE
487,138,03-03-2024,424,"With my background, I believe I am a strong fit for this position.",Shortlisted,03-03-2024,FALSE,03-03-2024,03-03-2024,,,,,TRUE
488,468,6/22/2024,902,I am eager to contribute my skills to this role.,Offered,6/22/2024,TRUE,6/22/2024,6/22/2024,6/22/2024,,6/22/2024,6/22/2024,FALSE
489,733,6/24/2024,920,I am eager to contribute my skills to this role.,Interview Proposed,6/24/2024,TRUE,6/24/2024,6/24/2024,6/24/2024,,,,FALSE
490,547,04-03-2024,257,I am eager to contribute my skills to this role.,Offered,04-03-2024,TRUE,04-03-2024,04-03-2024,04-03-2024,,04-03-2024,04-03-2024,FALSE
491,590,4/19/2023,649,I am passionate about this role and ready to make an impact.,Pending,4/19/2023,FALSE,,,,,,,FALSE
492,117,5/18/2023,680,"With my background, I believe I am a strong fit for this position.",Selected,5/18/2023,FALSE,5/18/2023,5/18/2023,5/18/2023,,5/18/2023,,FALSE
493,416,08-05-2023,722,"With my background, I believe I am a strong fit for this position.",Offered,08-05-2023,FALSE,08-05-2023,08-05-2023,08-05-2023,,08-05-2023,08-05-2023,FALSE
494,7,1/14/2024,497,"With my background, I believe I am a strong fit for this position.",Offered,1/14/2024,FALSE,1/14/2024,1/14/2024,1/14/2024,,1/14/2024,1/14/2024,FALSE
495,95,10-10-2023,335,I am eager to contribute my skills to this role.,Interview Proposed,10-10-2023,FALSE,10-10-2023,10-10-2023,10-10-2023,,,,FALSE
496,504,4/24/2024,201,I am passionate about this role and ready to make an impact.,Offered,4/24/2024,TRUE,4/24/2024,4/24/2024,4/24/2024,,4/24/2024,4/24/2024,FALSE
497,382,05-12-2024,244,"With my background, I believe I am a strong fit for this position.",Reviewed,05-12-2024,TRUE,05-12-2024,,,,,,FALSE
498,661,9/22/2024,473,"With my background, I believe I am a strong fit for this position.",Interview Proposed,9/22/2024,TRUE,9/22/2024,9/22/2024,9/22/2024,,,,FALSE
499,655,7/29/2024,744,Looking forward to bringing my expertise to your organization.,Interview Proposed,7/29/2024,TRUE,7/29/2024,7/29/2024,7/29/2024,,,,FALSE
500,94,09-12-2024,843,"With my background, I believe I am a strong fit for this position.",Pending,09-12-2024,TRUE,,,,,,,FALSE
501,28,1/21/2024,43,"With my background, I believe I am a strong fit for this position.",Selected,1/21/2024,FALSE,1/21/2024,1/21/2024,1/21/2024,,1/21/2024,,FALSE
502,516,7/31/2024,295,Looking forward to bringing my expertise to your organization.,Shortlisted,7/31/2024,TRUE,7/31/2024,7/31/2024,,,,,FALSE
503,141,12/26/2023,964,Looking forward to bringing my expertise to your organization.,Interview Proposed,12/26/2023,TRUE,12/26/2023,12/26/2023,12/26/2023,,,,FALSE
504,328,1/28/2024,687,I am passionate about this role and ready to make an impact.,Selected,1/28/2024,TRUE,1/28/2024,1/28/2024,1/28/2024,,1/28/2024,,FALSE
505,541,06-03-2024,138,I am passionate about this role and ready to make an impact.,Shortlisted,06-03-2024,TRUE,06-03-2024,06-03-2024,,,,,TRUE
506,927,02-08-2025,286,"With my background, I believe I am a strong fit for this position.",Offered,02-08-2025,TRUE,02-08-2025,02-08-2025,02-08-2025,,02-08-2025,02-08-2025,FALSE
507,639,03-08-2024,130,I am eager to contribute my skills to this role.,Interview Proposed,03-08-2024,TRUE,03-08-2024,03-08-2024,03-08-2024,,,,FALSE
508,511,1/18/2023,248,Looking forward to bringing my expertise to your organization.,Selected,1/18/2023,TRUE,1/18/2023,1/18/2023,1/18/2023,,1/18/2023,,TRUE
509,473,2/17/2025,403,I am eager to contribute my skills to this role.,Rejected,2/17/2025,TRUE,2/17/2025,2/17/2025,2/17/2025,2/17/2025,,,FALSE
510,800,12-06-2024,351,I am passionate about this role and ready to make an impact.,Selected,12-06-2024,TRUE,12-06-2024,12-06-2024,12-06-2024,,12-06-2024,,FALSE
511,808,9/28/2024,862,I am passionate about this role and ready to make an impact.,Reviewed,9/28/2024,FALSE,9/28/2024,,,,,,FALSE
512,377,02-11-2025,892,"With my background, I believe I am a strong fit for this position.",Reviewed,02-11-2025,TRUE,02-11-2025,,,,,,FALSE
513,39,10/15/2023,336,Looking forward to bringing my expertise to your organization.,Shortlisted,10/15/2023,FALSE,10/15/2023,10/15/2023,,,,,FALSE
514,723,09-07-2023,717,"With my background, I believe I am a strong fit for this position.",Rejected,09-07-2023,TRUE,09-07-2023,09-07-2023,09-07-2023,09-07-2023,,,FALSE
515,574,1/28/2024,321,"With my background, I believe I am a strong fit for this position.",Pending,1/28/2024,TRUE,,,,,,,FALSE
516,263,12-11-2023,885,"With my background, I believe I am a strong fit for this position.",Selected,12-11-2023,TRUE,12-11-2023,12-11-2023,12-11-2023,,12-11-2023,,FALSE
517,789,7/14/2024,271,I am passionate about this role and ready to make an impact.,Interview Proposed,7/14/2024,TRUE,7/14/2024,7/14/2024,7/14/2024,,,,FALSE
518,301,11/28/2024,129,I am eager to contribute my skills to this role.,Rejected,11/28/2024,TRUE,11/28/2024,11/28/2024,11/28/2024,11/28/2024,,,FALSE
519,581,11/21/2023,981,I am eager to contribute my skills to this role.,Offered,11/21/2023,TRUE,11/21/2023,11/21/2023,11/21/2023,,11/21/2023,11/21/2023,FALSE
520,647,08-01-2024,266,Looking forward to bringing my expertise to your organization.,Interview Proposed,08-01-2024,TRUE,08-01-2024,08-01-2024,08-01-2024,,,,FALSE
521,81,10/30/2023,345,"With my background, I believe I am a strong fit for this position.",Rejected,10/30/2023,TRUE,10/30/2023,10/30/2023,10/30/2023,10/30/2023,,,FALSE
522,781,2/16/2025,898,I am eager to contribute my skills to this role.,Rejected,2/16/2025,FALSE,2/16/2025,2/16/2025,2/16/2025,2/16/2025,,,FALSE
523,723,5/20/2024,769,I am eager to contribute my skills to this role.,Reviewed,5/20/2024,FALSE,5/20/2024,,,,,,FALSE
524,202,3/31/2023,169,I am eager to contribute my skills to this role.,Offered,3/31/2023,FALSE,3/31/2023,3/31/2023,3/31/2023,,3/31/2023,3/31/2023,FALSE
525,631,02-02-2023,326,Looking forward to bringing my expertise to your organization.,Offered,02-02-2023,TRUE,02-02-2023,02-02-2023,02-02-2023,,02-02-2023,02-02-2023,FALSE
526,887,02-04-2025,366,I am passionate about this role and ready to make an impact.,Rejected,02-04-2025,FALSE,02-04-2025,02-04-2025,02-04-2025,02-04-2025,,,FALSE
527,663,12-03-2023,664,I am passionate about this role and ready to make an impact.,Shortlisted,12-03-2023,FALSE,12-03-2023,12-03-2023,,,,,FALSE
528,54,1/15/2024,988,I am passionate about this role and ready to make an impact.,Offered,1/15/2024,FALSE,1/15/2024,1/15/2024,1/15/2024,,1/15/2024,1/15/2024,FALSE
529,360,12/26/2023,101,"With my background, I believe I am a strong fit for this position.",Pending,12/26/2023,TRUE,,,,,,,FALSE
530,816,10/28/2023,122,Looking forward to bringing my expertise to your organization.,Selected,10/28/2023,TRUE,10/28/2023,10/28/2023,10/28/2023,,10/28/2023,,FALSE
531,805,10/14/2024,867,I am eager to contribute my skills to this role.,Reviewed,10/14/2024,FALSE,10/14/2024,,,,,,FALSE
532,505,05-06-2023,522,I am passionate about this role and ready to make an impact.,Reviewed,05-06-2023,TRUE,05-06-2023,,,,,,FALSE
533,198,08-05-2023,322,I am passionate about this role and ready to make an impact.,Shortlisted,08-05-2023,TRUE,08-05-2023,08-05-2023,,,,,FALSE
534,333,2/13/2025,497,I am passionate about this role and ready to make an impact.,Shortlisted,2/13/2025,TRUE,2/13/2025,2/13/2025,,,,,FALSE
