GTS_TRAINING_VIDEO_ID,GTS_TRAINING_VIDEO_NAME,GTS_TRAINING_VIDEO_DESCRIPTION,GTS_TRAINING_VIDEO_PATH,GTS_TRAINING_VIDEO_UPLOADED_DATE,GTS_TRAINING_VIDEO_IS_ACTIVE
363,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,11/30/2024,TRUE
364,Python for AI & ML - Video 2,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,11-09-2024,FALSE
365,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,3/21/2025,FALSE
366,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,6/25/2024,FALSE
367,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,06-06-2024,FALSE
368,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,1/22/2025,TRUE
369,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,8/24/2024,TRUE
370,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,10/21/2024,FALSE
371,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,07-09-2024,FALSE
372,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,08-07-2024,TRUE
373,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,9/20/2024,TRUE
374,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,1/30/2025,TRUE
375,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,12/30/2024,FALSE
376,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,2/22/2025,TRUE
377,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,02-08-2025,FALSE
378,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,11/28/2024,TRUE
379,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,12/17/2024,TRUE
380,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,10/24/2024,TRUE
381,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,01-07-2025,FALSE
382,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,03-12-2025,FALSE
383,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,04-02-2025,TRUE
384,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,7/13/2024,TRUE
385,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,1/14/2025,TRUE
386,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,01-06-2025,FALSE
387,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,10/20/2024,FALSE
388,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,5/29/2024,TRUE
389,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,4/13/2025,TRUE
390,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,10/27/2024,FALSE
391,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,6/30/2024,TRUE
392,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,5/13/2024,TRUE
393,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,1/29/2025,TRUE
394,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,11/21/2024,TRUE
395,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,1/24/2025,TRUE
396,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,11-01-2024,FALSE
397,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,2/17/2025,FALSE
398,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,12-03-2024,TRUE
399,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,03-02-2025,FALSE
400,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,12-12-2024,TRUE
401,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,12/15/2024,TRUE
402,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,8/29/2024,TRUE
403,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,2/15/2025,FALSE
404,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,6/24/2024,TRUE
405,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,6/19/2024,FALSE
406,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,4/20/2024,FALSE
407,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,9/26/2024,TRUE
408,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,11/24/2024,TRUE
409,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,11/22/2024,TRUE
410,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,10/20/2024,TRUE
411,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,8/22/2024,TRUE
412,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,10-09-2024,TRUE
413,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,10/20/2024,TRUE
414,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,10-03-2024,TRUE
415,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,11-03-2024,FALSE
416,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,6/15/2024,TRUE
417,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,07-07-2024,FALSE
418,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,06-02-2024,TRUE
419,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,6/29/2024,FALSE
420,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,4/13/2025,FALSE
421,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,12-12-2024,FALSE
422,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,05-02-2024,FALSE
423,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,5/18/2024,FALSE
424,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,7/16/2024,FALSE
425,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,12/20/2024,TRUE
426,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,10/30/2024,TRUE
427,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,07-06-2024,FALSE
428,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,5/22/2024,TRUE
429,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,11/14/2024,FALSE
430,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,12-07-2024,TRUE
431,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,1/22/2025,FALSE
432,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,11/23/2024,FALSE
433,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,3/26/2025,TRUE
434,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,12/21/2024,FALSE
435,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,5/16/2024,FALSE
436,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,12/24/2024,TRUE
437,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,02-06-2025,TRUE
438,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,4/20/2024,TRUE
439,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,6/13/2024,FALSE
440,Python for AI & ML - Video 2,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,06-03-2024,FALSE
441,Python for AI & ML - Video 2,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,01-10-2025,TRUE
442,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,02-11-2025,TRUE
443,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,08-12-2024,TRUE
444,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,07-12-2024,FALSE
445,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,2/13/2025,TRUE
446,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,12/21/2024,FALSE
447,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,8/24/2024,TRUE
448,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,8/28/2024,FALSE
449,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,08-02-2024,TRUE
450,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,08-06-2024,FALSE
451,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,1/21/2025,FALSE
452,Python for AI & ML - Video 2,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,3/31/2025,FALSE
453,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,04-11-2025,TRUE
454,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,05-08-2024,TRUE
455,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,6/25/2024,TRUE
456,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,01-05-2025,FALSE
457,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,12-03-2024,TRUE
458,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,11/14/2024,TRUE
459,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,08-10-2024,TRUE
460,Python for AI & ML - Video 2,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,12/19/2024,FALSE
461,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,10/16/2024,FALSE
462,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,1/22/2025,TRUE
463,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,9/21/2024,FALSE
464,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,02-12-2025,FALSE
465,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,7/20/2024,FALSE
466,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,4/17/2024,FALSE
467,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,06-11-2024,TRUE
468,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,10-01-2024,FALSE
469,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,08-03-2024,TRUE
470,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,03-12-2025,FALSE
471,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,07-12-2024,TRUE
472,Python for AI & ML - Video 2,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,9/15/2024,FALSE
473,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,9/24/2024,FALSE
474,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,10/24/2024,TRUE
475,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,9/18/2024,FALSE
476,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,9/27/2024,TRUE
477,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,8/25/2024,TRUE
478,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,10/28/2024,FALSE
479,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,5/22/2024,TRUE
480,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,3/18/2025,TRUE
481,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,5/25/2024,TRUE
482,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,9/15/2024,TRUE
483,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,11-04-2024,TRUE
484,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,6/27/2024,FALSE
485,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,8/18/2024,FALSE
486,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,02-03-2025,FALSE
487,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,7/26/2024,FALSE
488,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,09-07-2024,TRUE
489,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,04-05-2025,FALSE
490,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,10/21/2024,TRUE
491,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,2/13/2025,TRUE
492,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,11/27/2024,FALSE
493,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,10/19/2024,TRUE
494,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,11/18/2024,FALSE
495,SQL for Beginners - Video 1,This video covers SQL for Beginners in detail.,https://training.gts.org/videos/sql_for_beginners.mp4,11-01-2024,FALSE
496,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,10-02-2024,FALSE
497,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,6/24/2024,FALSE
498,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,06-12-2024,FALSE
499,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,5/29/2024,TRUE
500,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,04-06-2025,FALSE
501,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,10/24/2024,TRUE
502,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,11/19/2024,TRUE
503,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,03-04-2025,FALSE
504,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,11-05-2024,TRUE
505,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,6/20/2024,FALSE
506,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,4/30/2024,FALSE
507,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,10/24/2024,FALSE
508,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,05-02-2024,FALSE
509,Full Stack Web Development - Video 1,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,9/15/2024,TRUE
510,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,1/13/2025,FALSE
511,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,08-02-2024,TRUE
512,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,03-07-2025,TRUE
513,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,10-04-2024,FALSE
514,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,9/26/2024,FALSE
515,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,01-10-2025,FALSE
516,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,12-04-2024,TRUE
517,Data Science Bootcamp - Video 1,This video covers Data Science Bootcamp in detail.,https://training.gts.org/videos/data_science_bootcamp.mp4,09-09-2024,FALSE
518,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,3/26/2025,FALSE
519,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,12/14/2024,FALSE
520,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,08-02-2024,TRUE
521,Python for AI & ML - Video 2,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,02-04-2025,TRUE
522,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,10/14/2024,FALSE
523,Advanced Excel for Analysts - Video 1,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,9/17/2024,FALSE
524,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,12/31/2024,FALSE
525,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,8/14/2024,FALSE
526,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,4/21/2024,TRUE
527,Cloud Computing with AWS - Video 1,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,6/16/2024,FALSE
528,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,9/16/2024,FALSE
529,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,4/20/2024,FALSE
530,Python for AI & ML - Video 2,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,09-08-2024,TRUE
531,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,9/26/2024,FALSE
532,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,2/16/2025,TRUE
533,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,02-07-2025,TRUE
534,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,5/19/2024,TRUE
535,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,5/28/2024,FALSE
536,Advanced Excel for Analysts - Video 2,This video covers Advanced Excel for Analysts in detail.,https://training.gts.org/videos/advanced_excel_for_analysts.mp4,6/30/2024,TRUE
537,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,3/13/2025,FALSE
538,Full Stack Web Development - Video 2,This video covers Full Stack Web Development in detail.,https://training.gts.org/videos/full_stack_web_development.mp4,10-07-2024,TRUE
539,Communication & Soft Skills - Video 1,This video covers Communication & Soft Skills in detail.,https://training.gts.org/videos/communication_&_soft_skills.mp4,02-06-2025,FALSE
540,Web Development Essentials - Video 1,This video covers Web Development Essentials in detail.,https://training.gts.org/videos/web_development_essentials.mp4,10-04-2024,FALSE
541,Python for AI & ML - Video 1,This video covers Python for AI & ML in detail.,https://training.gts.org/videos/python_for_ai_&_ml.mp4,07-07-2024,FALSE
542,Digital Marketing Fundamentals - Video 1,This video covers Digital Marketing Fundamentals in detail.,https://training.gts.org/videos/digital_marketing_fundamentals.mp4,07-11-2024,FALSE
543,Cybersecurity Foundations - Video 1,This video covers Cybersecurity Foundations in detail.,https://training.gts.org/videos/cybersecurity_foundations.mp4,05-04-2024,TRUE
544,Cloud Computing with AWS - Video 2,This video covers Cloud Computing with AWS in detail.,https://training.gts.org/videos/cloud_computing_with_aws.mp4,02-05-2025,FALSE
