GTS_TRAINING_ID,GTS_TRAINING_NAME,GTS_TRAINING_DESCRIPTION,GTS_TRAINING_STATUS,GTS_TRAINING_FEES,GTS_TRAINING_DURATION,GTS_TRAINING_FEES_CURRENCY
518,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,17667.36,2 months,INR
519,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,13616.05,6 months,SEK
520,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,14727.5,4 months,KWD
521,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,14567.01,2 months,UAH
522,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,9525.98,6 months,SAR
523,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,13170.45,12 months,EUR
524,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,11339.52,12 months,HKD
525,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,14090.46,9 months,LKR
526,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,16619.21,9 months,BRL
527,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,613.42,6 months,LKR
528,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,11369.48,9 months,SEK
529,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,11861.18,9 months,CZK
530,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,16531.37,12 months,EUR
531,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,9715.45,9 months,JPY
532,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,2591.48,3 months,NOK
533,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,5509.47,2 months,EUR
534,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,13544.65,4 months,UAH
535,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,10364.76,6 months,PKR
536,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,5210.64,4 months,KRW
537,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,4329.56,3 months,SAR
538,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,8779.5,12 months,EUR
539,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,19456.05,4 months,COP
540,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,14682.78,6 months,MYR
541,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,1556.76,9 months,AUD
542,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,1040.92,6 months,SGD
543,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,4692.48,2 months,KWD
544,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,15772.96,2 months,CHF
545,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,1040.98,9 months,PLN
546,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,7523.52,4 months,THB
547,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,3434.04,3 months,EUR
548,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,17370.02,2 months,SEK
549,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,2946.16,6 months,BGN
550,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,3830.56,9 months,RON
551,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,9763.06,9 months,LKR
552,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,7481.7,4 months,CAD
553,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,3524.09,3 months,MXN
554,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,5666.39,9 months,CAD
555,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,16796.43,9 months,NGN
556,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,16696.19,2 months,RUB
557,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,3272.54,4 months,TWD
558,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,6138.04,12 months,SGD
559,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,838.99,12 months,AUD
560,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,12611.01,12 months,GBP
561,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,10800.98,9 months,BDT
562,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,18735.53,2 months,COP
563,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,18262.16,6 months,LKR
564,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,16501.12,12 months,SEK
565,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,15991.17,3 months,BHD
566,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,14137.16,12 months,CLP
567,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,9921.37,2 months,BGN
568,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,16387.33,2 months,QAR
569,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,3634.26,3 months,PLN
570,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,1277.06,3 months,CLP
571,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,18499.42,3 months,LKR
572,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,7760.13,6 months,KWD
573,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,10271.14,9 months,DKK
574,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,6043.26,2 months,ILS
575,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,12472.39,12 months,NOK
576,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,12820.27,4 months,OMR
577,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,7531.64,12 months,MYR
578,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,1252.93,6 months,SGD
579,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,959.38,2 months,DKK
580,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,2181.1,12 months,BGN
581,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,12939.43,3 months,BDT
582,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,6908.27,9 months,BGN
583,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,9229.74,6 months,MAD
584,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,18432.78,6 months,IDR
585,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,4994.44,12 months,SAR
586,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,3856.3,6 months,JPY
587,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,18590.98,2 months,QAR
588,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,17275.04,4 months,GBP
589,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,15461.16,12 months,EGP
590,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,9917.05,9 months,PEN
591,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,699.77,6 months,CHF
592,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,3816.79,2 months,RUB
593,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,11394.09,2 months,RUB
594,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,16891.68,6 months,NZD
595,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,8162.16,12 months,MAD
596,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,9828.66,12 months,QAR
597,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,6540.91,2 months,RON
598,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,3042.72,6 months,PKR
599,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,14156.95,12 months,MYR
600,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,4467.77,6 months,RON
601,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,13491.74,4 months,SGD
602,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,6805.09,3 months,GBP
603,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,8485.86,3 months,EUR
604,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,17168,2 months,BDT
605,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,4656.9,9 months,HKD
606,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,16160.38,3 months,PEN
607,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,6900.45,4 months,AUD
608,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,8807.93,2 months,BDT
609,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,17801.84,4 months,BDT
610,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,9545.98,3 months,ILS
611,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,7857.94,9 months,AUD
612,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,19513.79,9 months,BHD
613,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,10870.93,4 months,CZK
614,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,19132.39,6 months,ZAR
615,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,7015.67,6 months,CAD
616,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,16668,6 months,HKD
617,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,1999.33,3 months,CLP
618,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,14615.87,12 months,TWD
619,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,3097.05,9 months,AED
620,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,6550.1,6 months,MYR
621,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,6242.78,6 months,AED
622,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,3649.25,4 months,NGN
623,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,1193.26,12 months,VND
624,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,13292.22,3 months,KWD
625,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,5813.18,2 months,PKR
626,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,6478.76,6 months,SGD
627,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,14381.91,2 months,PEN
628,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,14371.66,6 months,RON
629,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,7885.47,6 months,ARS
630,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,3031.57,4 months,GBP
631,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,15863.04,4 months,CHF
632,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,8213.41,3 months,BGN
633,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,1305.34,3 months,AED
634,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,3697.69,2 months,CLP
635,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,12559.23,4 months,AED
636,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,14379.15,12 months,SEK
637,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,13565.71,3 months,CLP
638,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,6868.3,2 months,QAR
639,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,1322.82,4 months,DKK
640,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,6017.24,4 months,BGN
641,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,14495.86,4 months,NGN
642,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,5698.74,2 months,HUF
643,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,10639.32,6 months,PEN
644,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,10600.93,12 months,PLN
645,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,13702.71,2 months,PKR
646,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,12802.44,12 months,INR
647,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,7500.37,6 months,HKD
648,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,14299.56,2 months,CAD
649,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,18100.45,12 months,VND
650,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,16689.75,3 months,DKK
651,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,1488.32,12 months,TWD
652,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,8334.02,3 months,JPY
653,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,14316.64,9 months,TWD
654,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,17744.36,9 months,CZK
655,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,13188.21,2 months,BGN
656,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,15401.69,4 months,BHD
657,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,6499.64,6 months,LKR
658,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,1861.36,9 months,SEK
659,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,13102.76,2 months,UAH
660,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,16214.57,4 months,NGN
661,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,3678.73,4 months,KES
662,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,18615.45,9 months,SEK
663,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,10805.48,4 months,THB
664,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,3058.83,3 months,PLN
665,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,1126.2,2 months,CHF
666,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,4486.23,4 months,KES
667,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,5386.05,12 months,ILS
668,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,19709.82,9 months,MYR
669,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,10960.47,4 months,GBP
670,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,13677.88,12 months,KRW
671,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,19343.1,6 months,DKK
672,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,5373.19,4 months,MAD
673,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,14660.69,12 months,CHF
674,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,9870.21,6 months,QAR
675,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,11730.17,9 months,UAH
676,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,7963.37,4 months,SEK
677,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,15308.67,3 months,EGP
678,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,18785.19,3 months,CZK
679,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,8084,6 months,SAR
680,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,17147.36,2 months,PEN
681,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,505.36,12 months,ILS
682,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,2357.64,4 months,RUB
683,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,12516.9,3 months,SEK
684,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,13168.27,4 months,CLP
685,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,3115.88,3 months,SGD
686,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,3351.16,2 months,PKR
687,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,8953.4,9 months,AED
688,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,4669.35,12 months,IDR
689,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,12775.12,12 months,AED
690,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,5587.56,3 months,AED
691,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,8983.5,9 months,RUB
692,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,17507.17,9 months,BRL
693,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,4839.11,3 months,KES
694,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,2447.8,2 months,MXN
695,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,549.35,3 months,LKR
696,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,6639,12 months,COP
697,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,942.61,9 months,PKR
698,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,11288.72,2 months,RON
699,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,3364.54,2 months,ILS
700,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,16736.93,6 months,PKR
701,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,19650.29,2 months,RUB
702,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,9219.88,4 months,CZK
703,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,14069.44,6 months,NOK
704,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,19756.59,3 months,BGN
705,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,11523.53,4 months,KRW
706,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,12690.31,3 months,KES
707,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,13388.73,2 months,BRL
708,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,TRUE,15197.99,9 months,DKK
709,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,9370.16,12 months,SAR
710,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,2580.48,3 months,NGN
711,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,10032.81,12 months,COP
712,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,15140.07,2 months,PEN
713,Python for AI & ML,Build AI models and machine learning applications using Python.,FALSE,16321.8,12 months,DKK
714,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,9859.68,9 months,AED
715,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,2740.88,3 months,MXN
716,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",TRUE,7283.16,2 months,AUD
717,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,9185.5,6 months,THB
718,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",TRUE,1841.24,4 months,NOK
719,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,2621.2,3 months,OMR
720,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,9124.55,12 months,PKR
721,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,12391.02,4 months,DKK
722,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,5728.44,3 months,JPY
723,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,973.6,3 months,COP
724,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,17665.8,12 months,INR
725,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,19116.98,4 months,EUR
726,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,12036.34,2 months,DKK
727,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,6922.51,6 months,CLP
728,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,15975.39,4 months,HKD
729,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,3489.69,4 months,RUB
730,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,7395.32,2 months,SAR
731,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,10616.42,9 months,NZD
732,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,11411.93,6 months,QAR
733,Python for AI & ML,Build AI models and machine learning applications using Python.,TRUE,4232,4 months,OMR
734,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,8574.17,6 months,ZAR
735,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,FALSE,14297.7,6 months,JPY
736,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,7562.06,2 months,THB
737,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,15073.62,9 months,KWD
738,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",FALSE,4092.17,4 months,OMR
739,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,17432.84,2 months,EUR
740,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,18234.19,9 months,JPY
741,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,19487.78,9 months,TWD
742,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,4262.66,4 months,MYR
743,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,15354.66,12 months,THB
744,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,4017.6,9 months,KES
745,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,14401.95,6 months,TWD
746,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,18740.18,4 months,BGN
747,Digital Marketing Fundamentals,"Explore SEO, email marketing, and social media strategy.",FALSE,2058.03,6 months,USD
748,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,17971.85,9 months,NOK
749,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,6714.81,9 months,HKD
750,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,6806.14,3 months,NGN
751,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,10836.99,2 months,HKD
752,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,15175.49,3 months,COP
753,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,9556.88,9 months,CZK
754,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,18092.39,2 months,PEN
755,Web Development Essentials,"Master HTML, CSS, and JavaScript to build responsive websites.",TRUE,8219.37,12 months,LKR
756,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,2191.26,6 months,CNY
757,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,14815.16,12 months,LKR
758,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",FALSE,9848.22,6 months,EGP
759,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,10106.76,2 months,AUD
760,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,11909.91,2 months,CZK
761,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,19954.76,3 months,SEK
762,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,14634.66,6 months,ZAR
763,Full Stack Web Development,Learn to build full web applications using frontend and backend technologies.,TRUE,1362.72,4 months,MYR
764,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,14306.58,4 months,USD
765,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",TRUE,16430.94,12 months,CNY
766,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",FALSE,3892.43,4 months,QAR
767,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,15180.18,2 months,CLP
768,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,17839.67,6 months,EUR
769,SQL for Beginners,Start writing SQL queries to manage and analyze databases.,FALSE,1671.6,3 months,BDT
770,Communication & Soft Skills,"Enhance workplace communication, presentation, and collaboration skills.",FALSE,1836.21,9 months,COP
771,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,FALSE,10434.94,4 months,COP
772,Cloud Computing with AWS,"Get hands-on with AWS services like EC2, S3, and Lambda.",FALSE,4918.32,6 months,ARS
773,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,8627.34,12 months,BRL
774,Cybersecurity Foundations,Understand cyber threats and how to protect networks and data.,TRUE,1986.55,6 months,EUR
775,Data Science Bootcamp,"Learn Python, machine learning, and data analysis to build a career in data science.",TRUE,10682.39,9 months,DKK
776,Advanced Excel for Analysts,"Level up your Excel skills with pivot tables, formulas, and automation.",TRUE,9242.63,9 months,LKR
