GTS_USER_WORK_EXPERIENCE_ID,GTS_USER_ID,GTS_USER_COMPANY_ID,GTS_USER_JOB_TITLE_ID,GTS_USER_PROJECT_SKILL_IDS,GTS_USER_JOB_DESCRIPTION,GTS_USER_WORK_START_DATE,IS_CURRENTLY_WORKING,GTS_USER_WORK_END_DATE,GTS_CITY_ID,IS_SELF_EMPLOYED
531,470,291,939,"4,74,261",Oversaw quality assurance and testing processes.,01-01-2020,TRUE,,996,FALSE
532,37,480,221,112,Developed user-centric frontend applications.,1/21/2012,FALSE,1/21/2014,,TRUE
533,296,,154,335,Managed cross-functional agile teams.,4/18/2012,FALSE,4/18/2017,,FALSE
534,706,827,180,"4,09,108",Managed cross-functional agile teams.,07-04-2023,FALSE,07-04-2024,997,TRUE
535,543,305,294,"1,37,232",Designed and deployed scalable backend services.,06-02-2023,TRUE,,231,FALSE
536,410,,778,"3,90,84,415",Led DevOps efforts across multiple environments.,09-11-2017,FALSE,09-11-2021,322,TRUE
537,483,332,861,491,Oversaw quality assurance and testing processes.,4/16/2012,FALSE,4/16/2016,819,TRUE
538,785,512,226,"123,282,30",Automated reporting and data visualization tasks.,08-11-2013,FALSE,08-11-2018,614,FALSE
539,293,655,438,"49,34",Designed and deployed scalable backend services.,1/23/2022,FALSE,1/23/2027,827,TRUE
540,717,,359,"24,350",Oversaw quality assurance and testing processes.,2/24/2012,FALSE,2/24/2015,913,TRUE
541,691,410,882,"2,76,131",Automated reporting and data visualization tasks.,2/28/2021,FALSE,2/28/2023,,FALSE
542,730,486,950,"4,50,208",Managed cross-functional agile teams.,11-03-2019,FALSE,11-03-2024,524,FALSE
543,364,,375,308,Automated reporting and data visualization tasks.,1/26/2020,FALSE,1/26/2022,452,TRUE
544,825,621,946,"4,57,141",Managed cross-functional agile teams.,06-11-2021,TRUE,,,TRUE
545,571,68,857,333,Led DevOps efforts across multiple environments.,01-07-2016,FALSE,01-07-2017,501,TRUE
546,953,,782,"30,72,35,324",Developed user-centric frontend applications.,05-11-2016,FALSE,05-11-2020,,TRUE
547,829,824,221,65,Managed cross-functional agile teams.,1/25/2014,TRUE,,380,TRUE
548,584,222,162,"2,33,445",Led DevOps efforts across multiple environments.,06-01-2023,FALSE,06-01-2025,,TRUE
549,249,834,174,248,Designed and deployed scalable backend services.,5/21/2018,TRUE,,,FALSE
550,897,882,195,"16,44,76,356",Managed cross-functional agile teams.,12/27/2020,FALSE,12/27/2022,376,FALSE
551,949,,498,"6,54,08,270",Automated reporting and data visualization tasks.,9/23/2023,FALSE,9/23/2027,,FALSE
552,919,,579,114,Led DevOps efforts across multiple environments.,5/25/2017,TRUE,,993,FALSE
553,750,,26,"5,00,160",Automated reporting and data visualization tasks.,7/27/2022,FALSE,7/27/2026,489,FALSE
554,12,,730,"3,57,467",Oversaw quality assurance and testing processes.,12/14/2016,FALSE,12/14/2018,,TRUE
555,406,,915,493,Led DevOps efforts across multiple environments.,7/30/2023,TRUE,,685,TRUE
556,785,795,691,"2,40,484",Developed user-centric frontend applications.,2/24/2012,TRUE,,679,TRUE
557,344,,571,"45,21,44,277",Managed cross-functional agile teams.,1/27/2012,TRUE,,553,TRUE
558,324,916,653,"3,49,260",Designed and deployed scalable backend services.,12/17/2017,TRUE,,469,TRUE
559,569,770,722,"30,72,31,248",Automated reporting and data visualization tasks.,08-01-2014,TRUE,,748,TRUE
560,724,518,851,105,Designed and deployed scalable backend services.,07-09-2017,TRUE,,7,TRUE
561,590,763,950,309,Oversaw quality assurance and testing processes.,04-01-2017,TRUE,,175,TRUE
562,836,210,782,"38,14,73,225",Oversaw quality assurance and testing processes.,04-03-2020,FALSE,04-03-2022,,FALSE
563,798,326,469,"85,326",Automated reporting and data visualization tasks.,1/23/2013,TRUE,,265,FALSE
564,632,600,119,148,Oversaw quality assurance and testing processes.,09-03-2018,TRUE,,84,FALSE
565,300,464,334,"2,77,37,254",Oversaw quality assurance and testing processes.,11/21/2017,FALSE,11/21/2018,375,TRUE
566,223,333,952,270,Oversaw quality assurance and testing processes.,09-03-2011,FALSE,09-03-2014,996,FALSE
567,464,,866,96,Automated reporting and data visualization tasks.,3/31/2021,TRUE,,676,FALSE
568,820,558,979,"1,66,147",Automated reporting and data visualization tasks.,3/23/2013,TRUE,,753,FALSE
569,657,,8,311,Designed and deployed scalable backend services.,01-10-2015,FALSE,01-10-2020,329,FALSE
570,702,368,373,"26,33,87,191",Oversaw quality assurance and testing processes.,8/26/2012,TRUE,,10,TRUE
571,65,395,249,"21,224",Oversaw quality assurance and testing processes.,1/13/2023,FALSE,1/13/2026,18,FALSE
572,893,,140,"41,24,94,190",Developed user-centric frontend applications.,8/15/2023,TRUE,,646,TRUE
573,80,467,372,474,Led DevOps efforts across multiple environments.,09-12-2021,TRUE,,166,TRUE
574,610,,341,"269,118,30",Developed user-centric frontend applications.,06-01-2010,FALSE,06-01-2015,553,TRUE
575,82,,449,"336,26",Designed and deployed scalable backend services.,06-11-2022,TRUE,,895,TRUE
576,848,,109,"159,354,95",Automated reporting and data visualization tasks.,06-07-2016,TRUE,,204,TRUE
577,507,955,658,"8,23,99,279",Led DevOps efforts across multiple environments.,05-08-2022,FALSE,05-08-2023,164,TRUE
578,446,950,147,"10,416,95",Managed cross-functional agile teams.,01-06-2021,TRUE,,394,FALSE
579,753,373,238,"48,22,82,159",Developed user-centric frontend applications.,9/15/2014,FALSE,9/15/2018,,TRUE
580,706,276,667,"4,73,433",Automated reporting and data visualization tasks.,8/20/2011,TRUE,,802,FALSE
581,885,940,666,86,Designed and deployed scalable backend services.,10/24/2021,TRUE,,832,FALSE
582,886,399,900,"26,44,87,388",Developed user-centric frontend applications.,8/22/2012,TRUE,,505,TRUE
583,88,209,801,61,Managed cross-functional agile teams.,8/23/2014,FALSE,8/23/2015,588,TRUE
584,706,297,373,"4,71,181",Automated reporting and data visualization tasks.,7/28/2019,FALSE,7/28/2023,8,FALSE
585,962,970,895,429,Automated reporting and data visualization tasks.,10/17/2019,TRUE,,770,TRUE
586,63,88,213,"50,194",Led DevOps efforts across multiple environments.,6/14/2016,TRUE,,859,FALSE
587,858,,422,"14,54,95,337",Designed and deployed scalable backend services.,12/24/2022,FALSE,12/24/2025,614,FALSE
588,225,329,712,"30,32,36,128",Automated reporting and data visualization tasks.,1/16/2011,TRUE,,756,FALSE
589,200,668,927,"42,24,81,444",Managed cross-functional agile teams.,9/16/2021,TRUE,,115,FALSE
590,814,,720,427,Led DevOps efforts across multiple environments.,8/24/2020,TRUE,,693,TRUE
591,129,13,642,"48,53,56,152",Oversaw quality assurance and testing processes.,5/28/2020,TRUE,,717,FALSE
592,110,880,624,220,Developed user-centric frontend applications.,10-03-2010,TRUE,,185,FALSE
593,666,809,199,"4,37,240",Automated reporting and data visualization tasks.,10/29/2019,TRUE,,464,TRUE
594,878,26,570,"201,48",Managed cross-functional agile teams.,12/17/2014,TRUE,,246,FALSE
595,141,,116,"212,90",Designed and deployed scalable backend services.,03-07-2018,FALSE,03-07-2019,848,TRUE
596,128,243,195,"4,08,338",Led DevOps efforts across multiple environments.,03-07-2014,TRUE,,186,FALSE
597,453,,460,"43,83,145",Oversaw quality assurance and testing processes.,7/21/2023,TRUE,,442,TRUE
598,11,,53,"4,60,370",Developed user-centric frontend applications.,6/23/2011,FALSE,6/23/2016,846,FALSE
599,649,779,220,"3,94,308",Automated reporting and data visualization tasks.,08-09-2012,TRUE,,465,FALSE
600,66,,54,"180,88",Designed and deployed scalable backend services.,6/28/2015,FALSE,6/28/2019,197,TRUE
601,462,211,39,"2,28,25,367",Oversaw quality assurance and testing processes.,12-08-2022,FALSE,12-08-2025,705,FALSE
602,305,,251,278,Developed user-centric frontend applications.,10-03-2011,TRUE,,247,FALSE
603,103,1,509,"46,22,421",Oversaw quality assurance and testing processes.,2/20/2016,TRUE,,797,FALSE
604,45,571,826,"4,85,361",Oversaw quality assurance and testing processes.,03-04-2019,TRUE,,,FALSE
605,548,177,281,"3,48,386",Managed cross-functional agile teams.,9/18/2014,FALSE,9/18/2019,959,FALSE
606,998,,301,"449,422,6",Automated reporting and data visualization tasks.,2/27/2012,FALSE,2/27/2017,86,TRUE
607,438,125,205,191,Developed user-centric frontend applications.,03-01-2020,TRUE,,,FALSE
608,506,37,765,"145,178,75",Oversaw quality assurance and testing processes.,09-02-2019,FALSE,09-02-2021,6,TRUE
609,665,279,679,"271,21",Developed user-centric frontend applications.,3/13/2018,FALSE,3/13/2020,,TRUE
610,284,,89,365,Developed user-centric frontend applications.,7/22/2012,TRUE,,322,TRUE
611,921,86,747,"3,56,146",Managed cross-functional agile teams.,11-05-2017,TRUE,,587,FALSE
612,479,,590,"12,83,43,456",Oversaw quality assurance and testing processes.,8/14/2018,TRUE,,201,TRUE
613,113,34,985,"2,21,211",Led DevOps efforts across multiple environments.,12-11-2019,FALSE,12-11-2024,595,TRUE
614,975,,444,"283,50",Oversaw quality assurance and testing processes.,8/27/2016,FALSE,8/27/2018,68,TRUE
615,340,452,807,310,Designed and deployed scalable backend services.,9/18/2017,FALSE,9/18/2019,120,FALSE
616,433,,422,"2,67,93,487",Managed cross-functional agile teams.,3/14/2021,TRUE,,776,TRUE
617,884,,584,423,Designed and deployed scalable backend services.,5/20/2017,TRUE,,698,TRUE
618,208,,885,"1,59,294",Designed and deployed scalable backend services.,11-07-2013,FALSE,11-07-2015,583,FALSE
619,67,,326,"3,64,425",Oversaw quality assurance and testing processes.,7/14/2013,FALSE,7/14/2015,,TRUE
620,104,,357,"39,73,85,450",Led DevOps efforts across multiple environments.,10/16/2012,FALSE,10/16/2014,584,TRUE
621,952,249,824,192,Automated reporting and data visualization tasks.,4/23/2017,FALSE,4/23/2021,600,TRUE
622,73,725,230,"7,12,82,482",Managed cross-functional agile teams.,07-01-2016,TRUE,,281,TRUE
623,817,50,276,"37,52,19,177",Designed and deployed scalable backend services.,11-06-2020,TRUE,,507,TRUE
624,93,,829,"46,54,05,494",Oversaw quality assurance and testing processes.,09-06-2021,TRUE,,165,TRUE
625,95,,994,243,Led DevOps efforts across multiple environments.,2/28/2012,FALSE,2/28/2017,903,TRUE
626,583,283,135,"4,18,201",Led DevOps efforts across multiple environments.,11/22/2021,FALSE,11/22/2026,,TRUE
627,390,777,957,"51,244",Managed cross-functional agile teams.,02-05-2012,FALSE,02-05-2014,910,TRUE
628,731,662,509,"258,42",Led DevOps efforts across multiple environments.,2/14/2011,FALSE,2/14/2012,598,FALSE
629,600,449,439,9,Led DevOps efforts across multiple environments.,12-09-2012,FALSE,12-09-2014,855,TRUE
630,550,655,749,"26,33,47,266",Automated reporting and data visualization tasks.,11/20/2017,TRUE,,798,FALSE
631,343,,662,339,Designed and deployed scalable backend services.,8/31/2010,TRUE,,168,TRUE
632,277,,842,124,Automated reporting and data visualization tasks.,11/21/2022,FALSE,11/21/2025,676,TRUE
633,351,,194,"2,13,364",Developed user-centric frontend applications.,02-03-2017,FALSE,02-03-2019,205,FALSE
634,181,,316,"29,12,41,372",Designed and deployed scalable backend services.,3/29/2014,FALSE,3/29/2019,934,TRUE
635,186,526,643,392,Oversaw quality assurance and testing processes.,05-09-2014,FALSE,05-09-2018,945,FALSE
636,885,422,222,"19,61,09,319",Designed and deployed scalable backend services.,09-04-2019,TRUE,,975,TRUE
637,850,640,90,"97,319",Oversaw quality assurance and testing processes.,10/19/2016,FALSE,10/19/2021,966,TRUE
638,531,513,151,"4,15,270",Oversaw quality assurance and testing processes.,04-05-2020,TRUE,,,FALSE
639,558,723,365,399,Led DevOps efforts across multiple environments.,8/31/2020,TRUE,,164,TRUE
640,946,,950,65,Led DevOps efforts across multiple environments.,1/20/2021,FALSE,1/20/2026,582,FALSE
641,268,452,123,150,Oversaw quality assurance and testing processes.,10-12-2016,FALSE,10-12-2020,208,TRUE
642,651,123,450,"3,04,433",Developed user-centric frontend applications.,7/31/2019,FALSE,7/31/2024,82,TRUE
643,908,,39,"24,54,48,362",Managed cross-functional agile teams.,5/19/2020,FALSE,5/19/2025,753,FALSE
644,3,566,879,"244,41",Designed and deployed scalable backend services.,3/28/2020,TRUE,,,FALSE
645,555,620,300,"30,43,83,500",Oversaw quality assurance and testing processes.,07-10-2022,FALSE,07-10-2027,614,TRUE
646,185,,630,"11,93,24,249",Automated reporting and data visualization tasks.,05-01-2022,TRUE,,226,TRUE
647,7,726,631,"12,54,29,105",Automated reporting and data visualization tasks.,07-05-2013,TRUE,,,FALSE
648,250,530,177,104,Led DevOps efforts across multiple environments.,03-09-2022,FALSE,03-09-2025,231,TRUE
649,665,973,889,43,Designed and deployed scalable backend services.,5/31/2013,TRUE,,527,FALSE
650,751,79,57,"2,65,20,145",Led DevOps efforts across multiple environments.,05-12-2010,TRUE,,872,FALSE
651,870,,825,"4,64,453",Designed and deployed scalable backend services.,12-01-2010,FALSE,12-01-2011,435,TRUE
652,882,,269,"1,86,181",Designed and deployed scalable backend services.,9/24/2019,TRUE,,423,FALSE
653,463,431,567,"10,200",Developed user-centric frontend applications.,10-02-2021,TRUE,,758,TRUE
654,705,,248,"36,23,79,357",Led DevOps efforts across multiple environments.,06-07-2016,FALSE,06-07-2021,145,FALSE
655,882,745,335,228,Automated reporting and data visualization tasks.,8/20/2023,FALSE,8/20/2027,642,TRUE
656,410,,605,"12,81,29,325",Automated reporting and data visualization tasks.,06-05-2011,TRUE,,565,FALSE
657,993,8,432,"45,247",Managed cross-functional agile teams.,12-10-2022,FALSE,12-10-2023,,FALSE
658,830,579,727,"23,41,62,365",Developed user-centric frontend applications.,12/18/2011,TRUE,,600,TRUE
659,233,584,644,"3,95,384",Developed user-centric frontend applications.,5/31/2020,TRUE,,,FALSE
660,925,641,550,"7,01,87,411",Oversaw quality assurance and testing processes.,5/30/2010,FALSE,5/30/2014,743,TRUE
661,431,378,701,46,Oversaw quality assurance and testing processes.,8/24/2010,TRUE,,666,FALSE
662,577,,932,"3,83,125",Designed and deployed scalable backend services.,02-02-2017,TRUE,,493,TRUE
663,365,688,757,"25,22,49,244",Managed cross-functional agile teams.,03-10-2016,TRUE,,150,TRUE
664,698,,621,178,Automated reporting and data visualization tasks.,2/18/2011,TRUE,,781,TRUE
665,743,904,773,437,Led DevOps efforts across multiple environments.,2/19/2017,FALSE,2/19/2020,510,FALSE
666,984,150,880,"58,78,339",Automated reporting and data visualization tasks.,7/20/2022,FALSE,7/20/2027,111,FALSE
667,361,358,527,170,Managed cross-functional agile teams.,1/13/2013,TRUE,,170,TRUE
668,74,959,397,351,Led DevOps efforts across multiple environments.,7/30/2021,TRUE,,,TRUE
669,911,104,183,"361,1,332",Designed and deployed scalable backend services.,09-06-2022,FALSE,09-06-2025,,TRUE
670,227,679,308,"338,466,17",Led DevOps efforts across multiple environments.,8/26/2010,FALSE,8/26/2014,826,TRUE
671,255,336,558,426,Managed cross-functional agile teams.,08-07-2012,TRUE,,405,TRUE
672,15,,259,430,Designed and deployed scalable backend services.,9/13/2010,TRUE,,815,FALSE
673,700,495,566,"59,183",Managed cross-functional agile teams.,8/24/2021,FALSE,8/24/2022,557,TRUE
674,317,478,27,116,Led DevOps efforts across multiple environments.,10/25/2013,TRUE,,241,FALSE
675,11,,971,"31,02,59,412",Developed user-centric frontend applications.,6/30/2019,TRUE,,943,FALSE
676,546,,576,"40,100,19",Managed cross-functional agile teams.,03-08-2023,FALSE,03-08-2027,103,TRUE
677,534,,783,"1,68,346",Managed cross-functional agile teams.,3/31/2013,FALSE,3/31/2018,946,TRUE
678,17,,770,2,Oversaw quality assurance and testing processes.,6/30/2013,FALSE,6/30/2016,368,TRUE
679,797,,607,440,Developed user-centric frontend applications.,09-08-2019,TRUE,,437,TRUE
680,134,799,419,"34,11,17,425",Developed user-centric frontend applications.,01-08-2014,FALSE,01-08-2017,,FALSE
681,139,679,375,405,Developed user-centric frontend applications.,03-08-2015,TRUE,,357,TRUE
682,909,343,336,"144,90,79",Automated reporting and data visualization tasks.,10/17/2014,TRUE,,977,TRUE
683,949,,179,"4,19,63,312",Developed user-centric frontend applications.,01-11-2015,TRUE,,461,FALSE
684,522,,68,"4,286",Automated reporting and data visualization tasks.,10-12-2020,FALSE,10-12-2022,108,FALSE
685,325,,791,"132,235,89",Designed and deployed scalable backend services.,12-01-2010,FALSE,12-01-2012,558,TRUE
686,531,733,845,307,Managed cross-functional agile teams.,12-05-2022,TRUE,,211,TRUE
687,509,,628,"9,281,85",Managed cross-functional agile teams.,7/14/2010,TRUE,,442,TRUE
688,81,,728,"3,76,362",Developed user-centric frontend applications.,7/29/2023,FALSE,7/29/2025,422,FALSE
689,362,735,336,"8,82,71,265",Oversaw quality assurance and testing processes.,10-07-2019,TRUE,,811,TRUE
690,960,390,383,"6,93,34,240",Developed user-centric frontend applications.,10/24/2021,TRUE,,347,TRUE
691,341,933,904,"37,93,86,190",Managed cross-functional agile teams.,08-09-2018,TRUE,,281,TRUE
692,84,,359,"8,02,33,219",Automated reporting and data visualization tasks.,8/25/2022,FALSE,8/25/2024,447,TRUE
693,604,,202,"1,09,130",Oversaw quality assurance and testing processes.,4/20/2023,FALSE,4/20/2026,891,TRUE
694,439,358,547,"2,09,474",Automated reporting and data visualization tasks.,10/29/2010,TRUE,,370,FALSE
695,6,413,284,"4,43,75,262",Developed user-centric frontend applications.,09-08-2021,TRUE,,85,TRUE
696,728,,273,"2,72,77,241",Oversaw quality assurance and testing processes.,3/24/2012,TRUE,,44,TRUE
697,479,,358,"3,73,391",Oversaw quality assurance and testing processes.,05-11-2017,TRUE,,,FALSE
698,308,622,325,"33,80",Managed cross-functional agile teams.,12/16/2022,TRUE,,835,FALSE
699,666,,490,"9,62,94,248",Automated reporting and data visualization tasks.,5/18/2012,TRUE,,664,TRUE
700,777,1,213,383,Developed user-centric frontend applications.,7/16/2021,TRUE,,840,FALSE
701,520,,273,"23,103",Led DevOps efforts across multiple environments.,5/18/2011,FALSE,5/18/2014,182,FALSE
702,40,491,16,343,Managed cross-functional agile teams.,03-05-2023,FALSE,03-05-2026,819,FALSE
703,540,113,304,"26,43,12,350",Developed user-centric frontend applications.,09-12-2012,TRUE,,825,TRUE
704,112,,650,353,Designed and deployed scalable backend services.,12-04-2019,FALSE,12-04-2020,638,TRUE
705,697,840,649,"1,37,203",Managed cross-functional agile teams.,08-12-2020,TRUE,,327,TRUE
706,234,918,493,17,Managed cross-functional agile teams.,12/18/2019,FALSE,12/18/2024,216,TRUE
707,532,552,993,"2,17,378",Led DevOps efforts across multiple environments.,5/20/2018,TRUE,,587,TRUE
708,464,992,219,"207,227,33",Led DevOps efforts across multiple environments.,11-06-2010,FALSE,11-06-2011,632,FALSE
709,641,672,501,"2,79,97,443",Managed cross-functional agile teams.,8/19/2012,FALSE,8/19/2014,997,FALSE
710,40,987,395,7,Developed user-centric frontend applications.,7/22/2020,FALSE,7/22/2023,596,TRUE
711,838,472,662,"32,191",Developed user-centric frontend applications.,6/28/2021,FALSE,6/28/2024,,FALSE
712,721,811,987,374,Designed and deployed scalable backend services.,9/30/2011,FALSE,9/30/2016,751,TRUE
713,209,202,962,486,Automated reporting and data visualization tasks.,07-12-2018,FALSE,07-12-2019,542,TRUE
714,475,341,425,"87,38,86",Led DevOps efforts across multiple environments.,5/16/2010,FALSE,5/16/2014,695,FALSE
715,540,307,421,249,Managed cross-functional agile teams.,08-02-2019,FALSE,08-02-2023,947,TRUE
716,705,,558,"18,13,50,235",Managed cross-functional agile teams.,10/30/2023,FALSE,10/30/2025,481,TRUE
717,963,329,244,"3,89,42,428",Managed cross-functional agile teams.,3/23/2019,TRUE,,891,TRUE
718,83,624,652,"3,42,80,322",Automated reporting and data visualization tasks.,6/22/2014,FALSE,6/22/2015,250,FALSE
719,473,,561,"1,89,186",Designed and deployed scalable backend services.,1/18/2012,FALSE,1/18/2013,886,TRUE
720,975,,804,"2,16,137",Developed user-centric frontend applications.,2/17/2018,TRUE,,,FALSE
721,503,,367,272,Led DevOps efforts across multiple environments.,10/18/2014,FALSE,10/18/2018,230,FALSE
722,75,,56,"2,53,400",Managed cross-functional agile teams.,2/19/2022,FALSE,2/19/2024,978,FALSE
723,623,501,215,"18,64,45,193",Developed user-centric frontend applications.,6/14/2023,FALSE,6/14/2024,,TRUE
724,80,651,55,"4,00,278",Oversaw quality assurance and testing processes.,2/24/2015,FALSE,2/24/2019,,FALSE
725,860,989,312,8,Led DevOps efforts across multiple environments.,1/31/2021,FALSE,1/31/2026,147,TRUE
726,424,95,83,"15,03,87,500",Designed and deployed scalable backend services.,05-12-2016,FALSE,05-12-2017,481,FALSE
727,835,175,249,"275,118,76",Managed cross-functional agile teams.,7/14/2011,FALSE,7/14/2012,410,FALSE
728,955,674,122,"27,34,91,115",Automated reporting and data visualization tasks.,9/28/2021,TRUE,,697,TRUE
729,669,924,196,"4,15,330",Designed and deployed scalable backend services.,1/21/2015,TRUE,,369,TRUE
730,400,478,181,"94,260",Designed and deployed scalable backend services.,12/30/2023,TRUE,,699,TRUE
731,320,226,570,361,Managed cross-functional agile teams.,01-11-2016,TRUE,,433,FALSE
732,185,,84,216,Developed user-centric frontend applications.,6/23/2010,FALSE,6/23/2015,409,TRUE
733,921,,704,"24,24,81,323",Automated reporting and data visualization tasks.,9/26/2016,TRUE,,926,FALSE
734,944,,856,253,Automated reporting and data visualization tasks.,1/19/2010,TRUE,,711,FALSE
735,112,925,18,129,Developed user-centric frontend applications.,08-02-2012,TRUE,,930,FALSE
736,840,,663,31,Designed and deployed scalable backend services.,11/24/2021,TRUE,,607,FALSE
737,904,,448,64,Managed cross-functional agile teams.,12/13/2019,TRUE,,,FALSE
738,491,971,851,"2,12,368",Managed cross-functional agile teams.,2/16/2014,TRUE,,292,FALSE
739,825,584,987,"8,11,19,154",Managed cross-functional agile teams.,04-07-2010,FALSE,04-07-2011,,TRUE
740,840,851,427,"3,13,210",Automated reporting and data visualization tasks.,6/26/2013,FALSE,6/26/2015,426,TRUE
741,160,38,875,"36,74,53,421",Designed and deployed scalable backend services.,11-12-2011,FALSE,11-12-2014,506,FALSE
742,583,,160,360,Developed user-centric frontend applications.,11-08-2021,FALSE,11-08-2024,655,FALSE
743,800,690,81,468,Managed cross-functional agile teams.,03-10-2018,FALSE,03-10-2023,256,FALSE
744,627,38,961,19,Led DevOps efforts across multiple environments.,9/21/2017,FALSE,9/21/2020,460,FALSE
745,484,31,186,"4,40,127",Developed user-centric frontend applications.,11-12-2017,FALSE,11-12-2021,739,FALSE
746,577,,620,421,Oversaw quality assurance and testing processes.,10/22/2017,FALSE,10/22/2019,9,FALSE
747,460,,373,274,Automated reporting and data visualization tasks.,10/25/2019,TRUE,,555,TRUE
748,145,815,64,"464,95",Managed cross-functional agile teams.,2/16/2017,TRUE,,147,TRUE
749,64,369,560,"2,84,490",Automated reporting and data visualization tasks.,3/15/2013,FALSE,3/15/2018,717,TRUE
750,474,,332,"2,42,91,230",Designed and deployed scalable backend services.,9/28/2017,TRUE,,609,TRUE
751,683,,831,"35,330",Oversaw quality assurance and testing processes.,06-11-2014,TRUE,,468,TRUE
752,654,324,961,243,Oversaw quality assurance and testing processes.,7/25/2021,FALSE,7/25/2022,617,TRUE
753,730,,148,"45,53,04,463",Designed and deployed scalable backend services.,08-03-2012,TRUE,,937,TRUE
754,237,772,937,"2,61,203",Designed and deployed scalable backend services.,8/14/2014,FALSE,8/14/2018,325,TRUE
755,626,411,85,"351,40",Managed cross-functional agile teams.,07-02-2020,FALSE,07-02-2023,271,TRUE
756,91,912,887,"63,249",Automated reporting and data visualization tasks.,9/14/2014,TRUE,,421,FALSE
757,657,,105,"139,263,82",Managed cross-functional agile teams.,08-09-2018,TRUE,,83,TRUE
758,709,218,869,"3,11,201",Developed user-centric frontend applications.,3/21/2016,FALSE,3/21/2019,742,TRUE
759,201,685,569,"4,63,10,337",Led DevOps efforts across multiple environments.,02-02-2019,TRUE,,584,TRUE
760,211,228,267,"38,92,04,378",Automated reporting and data visualization tasks.,9/23/2022,FALSE,9/23/2026,906,TRUE
761,94,716,866,3,Designed and deployed scalable backend services.,7/16/2018,FALSE,7/16/2022,984,TRUE
762,670,,54,465,Led DevOps efforts across multiple environments.,11-09-2023,FALSE,11-09-2027,697,TRUE
763,113,610,247,"50,364,32",Automated reporting and data visualization tasks.,08-08-2022,TRUE,,497,FALSE
764,32,125,348,117,Led DevOps efforts across multiple environments.,06-02-2015,TRUE,,,TRUE
765,570,,429,"175,104,13",Automated reporting and data visualization tasks.,7/13/2023,TRUE,,218,FALSE
766,700,,939,"61,329",Managed cross-functional agile teams.,1/21/2023,FALSE,1/21/2024,695,FALSE
767,199,914,625,"2,39,282",Managed cross-functional agile teams.,6/28/2020,FALSE,6/28/2021,600,FALSE
768,19,,867,369,Designed and deployed scalable backend services.,6/19/2012,TRUE,,351,FALSE
769,25,330,774,346,Oversaw quality assurance and testing processes.,05-12-2022,FALSE,05-12-2025,987,FALSE
770,25,,157,"16,01,65,281",Oversaw quality assurance and testing processes.,02-09-2018,TRUE,,194,FALSE
771,803,886,751,"84,310",Led DevOps efforts across multiple environments.,01-06-2021,TRUE,,33,FALSE
772,164,,955,"9,22",Oversaw quality assurance and testing processes.,09-08-2019,TRUE,,755,TRUE
773,634,557,163,"2,95,345",Oversaw quality assurance and testing processes.,05-02-2022,FALSE,05-02-2024,143,FALSE
774,482,874,911,485,Managed cross-functional agile teams.,9/29/2017,TRUE,,369,FALSE
775,189,39,550,112,Managed cross-functional agile teams.,12/14/2017,TRUE,,884,TRUE
776,612,487,533,448,Oversaw quality assurance and testing processes.,3/21/2016,FALSE,3/21/2018,771,TRUE
777,408,,298,346,Managed cross-functional agile teams.,01-10-2019,FALSE,01-10-2020,567,FALSE
778,68,317,549,"1,15,77,391",Developed user-centric frontend applications.,06-06-2020,TRUE,,571,FALSE
779,304,,987,"19,420",Led DevOps efforts across multiple environments.,2/29/2020,FALSE,2/28/2023,305,FALSE
780,426,106,668,"1,78,153",Developed user-centric frontend applications.,2/13/2017,FALSE,2/13/2021,464,TRUE
781,437,555,267,113,Led DevOps efforts across multiple environments.,12/14/2014,TRUE,,556,FALSE
782,400,,243,32,Automated reporting and data visualization tasks.,2/22/2017,FALSE,2/22/2022,909,TRUE
783,212,3,404,"17,63,09,167",Automated reporting and data visualization tasks.,1/13/2020,TRUE,,223,FALSE
784,681,746,993,"36,31,46",Managed cross-functional agile teams.,7/23/2022,TRUE,,762,TRUE
785,449,837,853,"39,31,51,395",Oversaw quality assurance and testing processes.,8/30/2014,TRUE,,,TRUE
786,536,,692,"2,65,478",Oversaw quality assurance and testing processes.,11/19/2010,FALSE,11/19/2013,872,TRUE
787,865,267,311,429,Developed user-centric frontend applications.,1/21/2023,FALSE,1/21/2027,700,FALSE
788,627,232,784,168,Oversaw quality assurance and testing processes.,02-11-2013,TRUE,,708,FALSE
789,912,415,528,"4,33,416",Designed and deployed scalable backend services.,08-04-2018,TRUE,,287,FALSE
790,757,,748,"30,54,46,113",Managed cross-functional agile teams.,7/30/2016,FALSE,7/30/2019,717,TRUE
791,886,599,252,194,Managed cross-functional agile teams.,12/17/2018,FALSE,12/17/2021,723,TRUE
792,569,371,982,"4,84,418",Developed user-centric frontend applications.,10/30/2010,TRUE,,,FALSE
793,609,447,332,"12,418",Oversaw quality assurance and testing processes.,1/31/2019,TRUE,,612,TRUE
794,982,,614,"67,36",Automated reporting and data visualization tasks.,9/21/2017,FALSE,9/21/2019,,TRUE
795,306,147,410,130,Designed and deployed scalable backend services.,08-07-2016,FALSE,08-07-2018,303,FALSE
796,703,514,30,"2,48,412",Managed cross-functional agile teams.,5/24/2012,TRUE,,464,TRUE
797,4,310,959,396,Designed and deployed scalable backend services.,01-10-2011,FALSE,01-10-2013,,FALSE
